id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
DE-102020104918-A1,Verfahren zur Etablierung einer Relay Station Attack gesch?tzten Funkverbindung ,PHYSEC GmbH,"Christian Zenger, Kai Jansen, Jan Jakob Zimmer",2020/2/25,2020/2/25,2021/8/26,,https://patents.google.com/patent/DE102020104918A1/de,https://patentimages.storage.googleapis.com/de/25/8c/b1947b0853fc12/DE102020104918A1_0001.png
DE-102021112539-A1,System und verfahren zum zuverl?ssigen abtasten von speicherzellen ,"Taiwan Semiconductor Manufacturing Co., Ltd.","Szu-chun TSAO, Jaw-Juinn Horng",2020/5/28,2021/5/14,2021/12/2,,https://patents.google.com/patent/DE102021112539A1/de,https://patentimages.storage.googleapis.com/a0/b5/ea/b8eabf4ab7228d/DE102021112539A1_0001.png
DE-102020131640-A1,Vorrichtung und verfahren zur laststromerfassung mit schnellem ansprechen ,Intel Corporation,"Neha Bhargava, Arvindh Rajasekaran, Anup Deka",2020/6/11,2020/11/30,2021/12/16,,https://patents.google.com/patent/DE102020131640A1/de,https://patentimages.storage.googleapis.com/91/bf/35/5e50747062ef40/DE102020131640A1_0001.png
DE-102020113341-A1,"Verfahren zum betrieb einer speichervorichtung zur verbesserung der zuverl?ssigkeit, speichervorrichtung, die dasselbe durchf?hrt, und verfahren zum betrieb eines dieselbe verwendenden speichers ","Samsung Electronics Co., Ltd.",Kwangkyu BANG,2019/8/13,2020/5/18,2021/2/18,,https://patents.google.com/patent/DE102020113341A1/de,https://patentimages.storage.googleapis.com/0e/94/01/e105751a241ced/DE102020113341A1_0001.png
DE-102019206380-A1,Haushaltsger?t mit einem Kochfeld ,Audi Ag,"Markus KLUG, Tobias Scheu, Johannes Scheuchenpflug",2019/5/3,2019/5/3,2020/11/5,,https://patents.google.com/patent/DE102019206380A1/de,https://patentimages.storage.googleapis.com/8e/2a/28/e676a74cc4709d/DE102019206380A1_0001.png
DE-102020113198-A1,Kryptografische Operation ,Infineon Technologies Ag,"Thomas P?ppelmann, Rainer Urian",2020/5/15,2020/5/15,2021/11/18,,https://patents.google.com/patent/DE102020113198A1/de,https://patentimages.storage.googleapis.com/1c/d8/1d/0e8fd71304e491/DE102020113198A1_0081.png
DE-102018101475-A1,Vorrichtung und Verfahren zur energieautarken Erfassung und Transmission von Schwingungsmessdaten und Systemzustandsinformationen sowie Verwendung ,Zolitron Technology Gmbh,Arndt Hendrik Zinn,2018/1/23,2018/1/23,2019/7/25,,https://patents.google.com/patent/DE102018101475A1/de,https://patentimages.storage.googleapis.com/e0/3b/77/4ebf72b49b8072/DE102018101475A1_0001.png
DE-202021102752-U1,Elektronisches Ger?t zur Fenstersteuerung ,"Samsung Electronics Co., Ltd.",,2020/10/19,2021/5/19,2021/6/8,,https://patents.google.com/patent/DE202021102752U1/de,https://patentimages.storage.googleapis.com/99/f8/71/6a2e567798ec51/DE202021102752U1_0001.png
DE-102021000735-A1,Beendigung einer drahtlosen ?bertragung eines Datenrahmens ,"Semiconductor Components Industries, Llc",Sigurd Schelstraete,2020/2/21,2021/2/12,2021/9/2,,https://patents.google.com/patent/DE102021000735A1/de,https://patentimages.storage.googleapis.com/78/63/da/4e417880651c23/DE102021000735A1_0001.png
DE-102019109694-A1,System zur Daten?bertragung ,L?wenstein Medical Technology S.A.,Matthias Schwaibold,2018/4/12,2019/4/12,2019/10/17,,https://patents.google.com/patent/DE102019109694A1/de,https://patentimages.storage.googleapis.com/3a/58/74/8955e880d0fd9e/DE102019109694A1_0001.png
DE-102019123895-A9,Drahtlos-Kommunikationsvorrichtung mit Synchronisationssignal-Detektor aufweist und Zellsuchverfahren davon ,"Samsung Electronics Co., Ltd.","Haechul LEE, Sungyoon CHO",2019/1/24,2019/9/5,2020/10/8,,https://patents.google.com/patent/DE102019123895A9/de,https://patentimages.storage.googleapis.com/16/86/58/607c825b540c36/DE102019123895A9_0008.png
DE-102018216070-A1,"Verfahren zur Funktionserweiterung von Funktionen eines mobilen Kommunikationsger?ts, Speichermedium, mobiles Kommunikationsger?t, Servervorrichtung und Au?enhaut zur Anbringung an einem mobilen Kommunikationsger?t ",Audi Ag,"Peter Zeinar, Torsten Gallitzdorfer",2018/9/20,2018/9/20,2020/3/26,,https://patents.google.com/patent/DE102018216070A1/de,https://patentimages.storage.googleapis.com/06/c8/e0/1289f6d42153d2/DE102018216070A1_0001.png
DE-112019003189-T5,"Informationsverarbeitungsvorrichtung, informationsverarbeitungsverfahren und informationsverarbeitungssystem ",Sony Corporation,"Tatsuya Igarashi, Akira Yoshida, Yuhki Mitsufuji",2018/6/25,2019/4/25,2021/4/8,,https://patents.google.com/patent/DE112019003189T5/de,https://patentimages.storage.googleapis.com/db/7e/cb/21395c958db0c3/DE112019003189T5_0001.png
DE-102020120372-A1,Programmierbare wandlungshardware ,Intel Corporation,"Naveen Mellempudi, Dipankar Das, Chunhui MEI, Kristopher Wong, Dhiraj D. Kalamkar, Hong H. Jiang, Subramaniam Maiyuran, Varghese George",2019/9/6,2020/8/3,2021/3/11,,https://patents.google.com/patent/DE102020120372A1/de,https://patentimages.storage.googleapis.com/2f/7c/80/02b3a0bdfc8daa/DE102020120372A1_0001.png
DE-202021102687-U1,Elektronisches Ger?t zum Anzeigen von Bildern auf einem flexiblen Display ,"Samsung Electronics Co., Ltd.",,2020/11/5,2021/5/18,2021/8/4,,https://patents.google.com/patent/DE202021102687U1/de,https://patentimages.storage.googleapis.com/95/18/77/e7db4b940f7ab6/DE202021102687U1_0001.png
DE-102021112278-A1,"Touchscreen-Controller, Touchscreen-Treiberschaltung mit demselben und Touchscreen-System ","Samsung Electronics Co., Ltd.",Changju Lee,2020/6/17,2021/5/11,2021/12/23,,https://patents.google.com/patent/DE102021112278A1/de,https://patentimages.storage.googleapis.com/87/9d/30/e94340faaaffdc/DE102021112278A1_0002.png
DE-102020124761-A1,Speicher-Controller und Speicher-Vorrichtung mit demselben und Betriebsverfahren f?r denselben ,"Samsung Electronics Co., Ltd.","Seungjun YANG, Kibeen JUNG, Byeonghui Kim, Jungmin Seo",2020/1/22,2020/9/23,2021/7/22,,https://patents.google.com/patent/DE102020124761A1/de,https://patentimages.storage.googleapis.com/2c/c5/34/92a0f39f13d09d/DE102020124761A1_0001.png
DE-102020108086-A1,"Nichtfl?chtige Speichervorrichtung, Controller und Speichersystem ","Samsung Electronics Co., Ltd.","Kuiyon Mun, Beomkyu Shin, Jaeyong Jeong",2019/8/7,2020/3/24,2021/2/11,,https://patents.google.com/patent/DE102020108086A1/de,https://patentimages.storage.googleapis.com/9f/11/ee/80191a0b541244/DE102020108086A1_0001.png
DE-202021105198-U1,Wasserz?hler-?berwachungsvorrichtung ,"Das Technology Co., Ltd.",,2020/11/12,2021/9/27,2021/10/1,,https://patents.google.com/patent/DE202021105198U1/de,https://patentimages.storage.googleapis.com/5c/55/19/7c0169b30f9a84/DE202021105198U1_0001.png
DE-112019006677-T5,Antwortverarbeitungsvorrichtung und Antwortverarbeitungsverfahren ,Sony Group Corporation,"Yoshinori Maeda, Noriko Totsuka, Chie Kamada, Yuki Takeda, Kazuya Tateishi, Yuichiro Koyama, Emiru TSUNOO, Akira Takahashi, Hideaki Watanabe, Akira Fukui, Kan Kuroda, Hiroaki Ogawa",2019/1/16,2019/11/29,2021/11/4,,https://patents.google.com/patent/DE112019006677T5/de,https://patentimages.storage.googleapis.com/5a/30/94/5c93595aae2c2c/DE112019006677T5_0001.png
DE-102019131491-A1,Verfahren zum Updaten eines Logistik-Tags eines Logistiksystems ,Box Id Systems Gmbh,"Wolfgang Vogl, Dominik Buchinger",2018/12/21,2019/11/21,2020/6/25,,https://patents.google.com/patent/DE102019131491A1/de,https://patentimages.storage.googleapis.com/23/2b/87/627a090450a329/DE102019131491A1_0001.png
DE-102020134342-A1,K?nstliche imaginations-engine unter verwendung von 5d informationsdeskriptoren ,Intel Corporation,"Julio ZAMORA ESQUIVEL, Jose Rodrigo Camacho Perez, Marcos Carranza, Hector Cordourier Maruri, Jesus Cruz Vargas, Javier Felip Leon, Mateo Guzman, Paulo Lopez Meyer, Cesar Martinez-Spessot, Dario Oliver, Javier Turek",2020/6/25,2020/12/21,2021/12/30,,https://patents.google.com/patent/DE102020134342A1/de,https://patentimages.storage.googleapis.com/d5/44/e0/8b836ad481868d/DE102020134342A1_0001.png
DE-202018107421-U1,System zur automatisierten Kommunikation mit zul?ssiger Unsch?rfe f?r menschliche und maschinelle Quell- und Zielsysteme ,Elbmind Gmbh,,2018/12/21,2018/12/21,2019/6/18,,https://patents.google.com/patent/DE202018107421U1/de,https://patentimages.storage.googleapis.com/8d/a4/4f/0b9664559af487/DE202018107421U1_0001.png
DE-102020116478-A1,"Kommunikationssystem, programm und informationsverarbeitungsverfahren ","Honda Motor Co., Ltd.",Masaru OTAKA,2019/6/27,2020/6/23,2020/12/31,,https://patents.google.com/patent/DE102020116478A1/de,https://patentimages.storage.googleapis.com/2f/b8/ae/fa8f2ad7b0c16e/DE102020116478A1_0001.png
DE-102018128225-A1,"Anwendungsprozessor mit Sprachtriggersystem mit niedriger Leistung und direktem Weg zum Unterbrechen, elektronisches Ger?t mit demselben und Verfahren zum Betreiben desselben ","Samsung Electronics Co., Ltd.",Sun-Kyu Kim,2018/1/25,2018/11/12,2019/7/25,,https://patents.google.com/patent/DE102018128225A1/de,https://patentimages.storage.googleapis.com/47/87/78/095ee18fbfef65/DE102018128225A1_0001.png
DE-202021102736-U1,"Elektronische Vorrichtung, enthaltend eine Anzeige mit variabler Schirmgr?sse ","Samsung Electronics Co., Ltd.",,2020/10/15,2021/5/19,2021/6/8,,https://patents.google.com/patent/DE202021102736U1/de,https://patentimages.storage.googleapis.com/07/cf/34/8afdbe9186f9c9/DE202021102736U1_0001.png
DE-202021102747-U1,Elektronische Vorrichtung mit Erweiterung der Anzeigeregion ,"Samsung Electronics Co., Ltd.",,2020/11/5,2021/5/19,2021/10/25,,https://patents.google.com/patent/DE202021102747U1/de,https://patentimages.storage.googleapis.com/5f/da/05/038759e4c6e419/DE202021102747U1_0001.png
DE-112019002427-T5,"Wiederaufladbare Lithium-Ionen-Batterie mit einer Anodenstruktur, die eine por?se Zone enth?lt ",International Business Machines Corporation,"Joel Pereira de Souza, John Collins, Devendra Sadana, Stephen Bedell, John Ott, Marinus Johannes Petrus Hopstaken",2018/7/3,2019/6/18,2021/2/11,,https://patents.google.com/patent/DE112019002427T5/de,https://patentimages.storage.googleapis.com/45/aa/36/7cdfa4225dfa46/DE112019002427T5_0001.png
DE-102021102026-A1,"Bordkommunikationsvorrichtung, kommunikationsverfahren und kommunikationsprogramm ",Toyota Jidosha Kabushiki Kaisha,Isao Watanabe,2020/2/5,2021/1/29,2021/8/5,,https://patents.google.com/patent/DE102021102026A1/de,https://patentimages.storage.googleapis.com/43/13/46/8d6c7b365c11e0/DE102021102026A1_0001.png
DE-102020118078-A1,Gradientenn?herungsfiltermechanismus ,Intel Corporation,"Filip Strugar, Trapper McFerron, Adam Lake",2019/7/10,2020/7/9,2021/1/14,,https://patents.google.com/patent/DE102020118078A1/de,https://patentimages.storage.googleapis.com/73/8d/34/30e1cd81024ea5/DE102020118078A1_0001.png
DE-102020113789-A1,Asynchroner ausf?hrungsmechanismus ,Intel Corporation,"Saurabh Sharma, Michael Apodaca, Aditya Navale, Travis Schluessler, Vamsee Vardhan Chivukula, Abhishek Venkatesh, Subramaniam Maiyuran",2019/6/21,2020/5/22,2020/12/24,,https://patents.google.com/patent/DE102020113789A1/de,https://patentimages.storage.googleapis.com/6a/de/c8/04db83b909f63a/DE102020113789A1_0001.png
DE-202021102713-U1,Elektronische Vorrichtung aufweisend eine flexible Anzeige ,"Samsung Electronics Co., Ltd.",,2020/11/6,2021/5/18,2021/7/8,,https://patents.google.com/patent/DE202021102713U1/de,https://patentimages.storage.googleapis.com/ce/d0/b8/926085252b8b47/DE202021102713U1_0001.png
DE-102018130236-A1,"Inhalator, insbesondere elektronisches Zigarettenprodukt ",Hauni Maschinenbau Gmbh,"Niklas Romming, Gunnar Niebuhr, Marc Kessler, Rene Schmidt, Andreas Pesavento",2018/11/29,2018/11/29,2020/6/4,,https://patents.google.com/patent/DE102018130236A1/de,https://patentimages.storage.googleapis.com/61/a2/ce/516ecfa30952f5/DE102018130236A1_0001.png
DE-102020203199-A1,Verfahren und System zum Laden und zur Lastverteilung ,Vitesco Technologies GmbH,"Franz Pellkofer, Friedrich Graf, Andreas Heinrich",2020/3/12,2020/3/12,2021/4/15,,https://patents.google.com/patent/DE102020203199A1/de,https://patentimages.storage.googleapis.com/45/e6/ab/e85d7998b90159/DE102020203199A1_0001.png
DE-102020129118-A1,Direct-Map-Memory-Erweiterung f?r Storage Class Memory ,Intel Corporation,Mariusz Barczak,2019/12/27,2020/11/5,2021/7/1,,https://patents.google.com/patent/DE102020129118A1/de,https://patentimages.storage.googleapis.com/10/e4/95/e548bafa3b9117/DE102020129118A1_0001.png
DE-102020134834-A1,Objektverfolgung zur unterst?tzung autonomer fahrzeugnavigation ,Motional Ad Llc,"Hamed Kiani Galoogahi, Caglayan Dicle",2019/12/27,2020/12/23,2021/7/1,,https://patents.google.com/patent/DE102020134834A1/de,https://patentimages.storage.googleapis.com/66/8b/60/459d001b3ec8d1/DE102020134834A1_0001.png
DE-102020134835-A1,Langzeit-objektverfolgung zur unterst?tzung autonomer fahrzeugnavigation ,Motional Ad Llc,"Hamed Kiani Galoogahi, Caglayan Dicle",2019/12/27,2020/12/23,2021/7/1,,https://patents.google.com/patent/DE102020134835A1/de,https://patentimages.storage.googleapis.com/bd/8e/19/d8708197bdbd0b/DE102020134835A1_0001.png
DE-102020132302-A1,Sicherheitssystem f?r ein fahrzeug ,Motional Ad Llc,"Philipp Robbel, Paul Schmitt, Maria Antoinette Meijburg",2019/12/27,2020/12/4,2021/7/1,,https://patents.google.com/patent/DE102020132302A1/de,https://patentimages.storage.googleapis.com/4e/7e/34/ed06e43aa10c6d/DE102020132302A1_0001.png
DE-102018114660-B3,Datensammelvorrichtung ,Techem Energy Services Gmbh,Helmut Klee,2018/6/19,2018/6/19,2019/9/26,2019/9/26,https://patents.google.com/patent/DE102018114660B3/de,https://patentimages.storage.googleapis.com/a2/0b/ee/be507568eba8ac/DE102018114660B3_0009.png
DE-102020132082-A1,Verfahren und vorrichtung zur genauen messung einer plattformleistung ,Intel Corporation,"Sriram Ranganathan, Naveen G, Pannerkumar Rajagopal, Govindaraj Gettimalli, Javahar Ragothaman",2020/5/9,2020/12/3,2021/11/11,,https://patents.google.com/patent/DE102020132082A1/de,https://patentimages.storage.googleapis.com/fb/dd/a9/ea5173a461e56c/DE102020132082A1_0001.png
DE-112019000322-T5,Redundanz bei der verteilung von spannungs-frequenz-skalierungsparametern ,Intel Corporation,"Lakshminarayana Pappu, Robert Milstrey, Amit K. SRIVASTAVA",2018/2/23,2019/1/23,2020/10/15,,https://patents.google.com/patent/DE112019000322T5/de,https://patentimages.storage.googleapis.com/e7/48/a9/748fda8e0a8a1b/DE112019000322T5_0001.png
DE-112019001945-T5,"Multidirektionale kommunikationsvorrichtung, multidirektionales kommunikationsverfahren und programm ",Sony Corporation,"Yoshizumi Tanaka, Yusuke Sakai, Tetsuhiro UCHIDA, Katsunari Fukuya",2018/4/13,2019/3/29,2021/1/21,,https://patents.google.com/patent/DE112019001945T5/de,https://patentimages.storage.googleapis.com/18/8e/3f/abf1308fe1d33a/DE112019001945T5_0001.png
DE-102021100853-A1,Elektronische Vorrichtung zur Fahrsteuerung eines Fahrzeugs und Betriebsverfahren der elektronischen Vorrichtung ,"Samsung Electronics Co., Ltd.","Kyoungyoung Kim, SangSoo Ko, Byeoungsu Kim, SangHyuck HA",2020/4/21,2021/1/18,2021/10/21,,https://patents.google.com/patent/DE102021100853A1/de,https://patentimages.storage.googleapis.com/3c/52/06/d462c599d84099/DE102021100853A1_0001.png
DE-102019008643-A1,Personalisierung eines sicheren Identifikationselements ,Giesecke+Devrient Mobile Security Gmbh,Andreas Zinke,2019/12/13,2019/12/13,2021/6/17,,https://patents.google.com/patent/DE102019008643A1/de,https://patentimages.storage.googleapis.com/d9/3c/e1/a7412dd26d517b/DE102019008643A1_0001.png
DE-102019206116-A1,Erkennung eines Betriebszustands eines Datensenders durch ?berwachung von Umweltparametern ,"Diehl Metering Gmbh, Fraunhofer-Gesellschaft zur F?rderung der angewandten Forschung e.V.","Thomas Kauppert, Hristo Petkov, Gerd Kilian, Josef Bernhard, Johannes Wechsler, Jakob Knei?l, Raphael Mzyk, Dominik Soller, Rafael Psiuk",2019/4/29,2019/4/29,2020/10/29,,https://patents.google.com/patent/DE102019206116A1/de,https://patentimages.storage.googleapis.com/2f/b1/81/e8a5d0266ae249/DE102019206116A1_0001.png
DE-102019204342-A1,Datenverarbeitungsanordnung und Datenverarbeitungsverfahren ,Siemens Aktiengesellschaft,"Stefan Giere, Matthias Heinecke, Thomas Hilker, Robert Knuth, Benjamin Zaedow",2019/3/28,2019/3/28,2020/10/1,,https://patents.google.com/patent/DE102019204342A1/de,https://patentimages.storage.googleapis.com/13/5f/c6/562964fef1517f/DE102019204342A1_0001.png
DE-102019000823-A1,System f?r eine koordinative Sicherheit quer durch mehrschichtige Netzwerke ,Avago Technologies International Sales Pte. Limited,"Yong Li, Xuemin Chen, Weimin Zhang, Victor Liang, Binfan Liu",2018/3/13,2019/2/5,2019/9/19,,https://patents.google.com/patent/DE102019000823A1/de,https://patentimages.storage.googleapis.com/b2/b1/ab/6d902ea9382f1a/DE102019000823A1_0001.png
DE-102021113956-A1,Gateway f?r fahrzeug mit cache-zwischenspeicher f?r verteiltes speichersystem ,Micron Technology Inc.,Robert Richard Noel Bielby,2020/6/3,2021/5/31,2021/12/9,,https://patents.google.com/patent/DE102021113956A1/de,https://patentimages.storage.googleapis.com/54/96/fa/d0e4676ed95ad1/DE102021113956A1_0001.png
DE-102020120956-A1,"Systeme und verfahren zur anzeige von visuellen inhalten in einem kraftfahrzeug, das an einer ampel angehalten hat ","Ford Global Technologies, Llc","Krishna Bandi, Samer Ibrahim, Richard Ortman",2019/8/9,2020/8/7,2021/2/11,,https://patents.google.com/patent/DE102020120956A1/de,https://patentimages.storage.googleapis.com/fe/56/4e/1826b9b5d77444/DE102020120956A1_0001.png
DE-102019108172-A1,D?senzustand- oder -typerkennung in einer bearbeitungsvorrichtung f?r metall ,Bystronic Laser Ag,"Andreas L?di, Christoph Fahrin, Kevin MESSER, Alexander Paradzinets",2018/12/19,2019/3/29,2020/6/25,,https://patents.google.com/patent/DE102019108172A1/de,https://patentimages.storage.googleapis.com/f6/07/75/fe5c74c258c248/DE102019108172A1_0001.png
DE-102020101767-A1,Steuerverfahren und steuerung f?r ein robotersystem ,"Mujin, Inc.","Rosen Diankov, Yoshiki Kanemoto, Denys Kanunikov",2019/1/25,2020/1/24,2020/7/30,,https://patents.google.com/patent/DE102020101767A1/de,https://patentimages.storage.googleapis.com/61/56/14/4bfdb1decf830c/DE102020101767A1_0001.png
DE-102018005091-A1,Effiziente Firmware-Updates ,Giesecke+Devrient Mobile Security Gmbh,Claus Jarnik,2018/6/27,2018/6/27,2020/1/2,,https://patents.google.com/patent/DE102018005091A1/de,https://patentimages.storage.googleapis.com/67/be/ff/26e9332fda556d/DE102018005091A1_0001.png
DE-102020107868-A1,Objektdetektionssystem f?r die detektion eines objekts mit hilfe einer hierarchie-pyramide und objektdetektionsverfahren ,"Samsung Electronics Co., Ltd.","Byeoungsu Kim, SangSoo Ko, SangHyuck HA",2019/8/26,2020/3/23,2021/3/4,,https://patents.google.com/patent/DE102020107868A1/de,https://patentimages.storage.googleapis.com/05/4f/f4/9dfe73aaafb8fb/DE102020107868A1_0003.png
DE-102019102487-A1,System und Verfahren zur gesicherten ?bertragung und Verarbeitung von Daten ,Bayerische Motoren Werke Aktiengesellschaft,Anil Thurimella,2019/1/31,2019/1/31,2020/8/6,,https://patents.google.com/patent/DE102019102487A1/de,https://patentimages.storage.googleapis.com/a0/28/1a/85b5fb9f1d9616/DE102019102487A1_0001.png
DE-112019006221-T5,Virtueller Flash ,Intel Corporation,"Johan G. Van De Groenendaal, Qian Wang, Kasper Wszolek, Yong Zeng, Yang Yang Yu",2019/2/11,2019/2/11,2021/11/4,,https://patents.google.com/patent/DE112019006221T5/de,https://patentimages.storage.googleapis.com/89/4a/d6/05c33af7218fcb/DE112019006221T5_0001.png
DE-102018122266-A1,"System und verfahren, die eine mobile vorrichtung zur automatischen steuerung von heizung, bel?ftung und klimatisierung verwenden ",Skylett Environmental Engineering Co. Limited,"Tak On Andrew Lau, Gin Nam Sze To",2018/9/6,2018/9/12,2020/3/12,,https://patents.google.com/patent/DE102018122266A1/de,https://patentimages.storage.googleapis.com/da/ad/97/eeb65a9b8fd097/DE102018122266A1_0001.png
DE-102021105001-A1,Steuerungsarchitekturen f?r autonome fahrzeuge ,Motional Ad Llc,"Juraj Kabzan, Hans Andersen, Lixun Lin, Ning Wu, Yiming Zhao, Xiyuan Liu, Qian Wang, Zachary Batts, Jesse Adam Miller, Boaz Cornelis Floor, Marc Dominik Heim",2020/3/3,2021/3/2,2021/9/9,,https://patents.google.com/patent/DE102021105001A1/de,https://patentimages.storage.googleapis.com/79/62/b2/4098096094d564/DE102021105001A1_0039.png
DE-102020210193-B3,Verfahren und System zum Absichern einer Datenkommunikation innerhalb eines Netzwerks ,Robert Bosch Gesellschaft mit beschr?nkter Haftung,Mirjana Ristic,2020/8/12,2020/8/12,2021/10/14,2021/10/14,https://patents.google.com/patent/DE102020210193B3/de,https://patentimages.storage.googleapis.com/fe/12/e2/c715ba9ee72829/DE102020210193B3_0001.png
DE-112019006580-T5,Kommunikationseinrichtung und kommunikationsverfahren ,Sony Group Corporation,Sawako KIRIYAMA,2019/1/7,2019/11/19,2021/12/16,,https://patents.google.com/patent/DE112019006580T5/de,https://patentimages.storage.googleapis.com/d6/95/be/f3cc1cf8daac3d/DE112019006580T5_0007.png
DE-102019104236-A1,Wasserz?hler ,Grohe Ag,Bert Depiere,2019/2/20,2019/2/20,2020/8/20,,https://patents.google.com/patent/DE102019104236A1/de,https://patentimages.storage.googleapis.com/1e/45/8e/8eb3877b4541ce/DE102019104236A1_0001.png
DE-102018102658-A1,Messger?t und Verfahren zur Bestimmung des Verkeimungsgrades von Prozessfl?ssigkeiten ,AdvaTec Projects GmbH & Co. KG,"Michael MAUS, Thomas Wimmer, Ulrich Berner, Frank JOSUPEIT",2018/2/6,2018/2/6,2019/8/8,,https://patents.google.com/patent/DE102018102658A1/de,https://patentimages.storage.googleapis.com/e6/51/62/2954a80fe3f7e4/DE102018102658A1_0001.png
DE-202021101926-U1,Elektronische Vorrichtung mit Antenne ,"Samsung Electronics Co., Ltd.",,2020/10/12,2021/4/9,2021/6/29,,https://patents.google.com/patent/DE202021101926U1/de,https://patentimages.storage.googleapis.com/72/4b/40/00cf52974cdd68/DE202021101926U1_0001.png
DE-102020135159-A1,Linkspezifische blockbest?tigung f?r multilink-kommunikation ,Apple Inc.,"Jarkko L. KNECKT, Jinjing Jiang, Qi Wang, Su Khiong Yong, Tianyu Wu, Yong Liu",2020/1/3,2020/12/31,2021/7/8,,https://patents.google.com/patent/DE102020135159A1/de,https://patentimages.storage.googleapis.com/b0/a3/6e/860f6dcc6d0900/DE102020135159A1_0001.png
DE-102021106728-A1,Phasen-/frequenzverfolgungs-transceiver ,Cypress Semiconductor Corporation,Ioannis Syllaios,2020/3/19,2021/3/18,2021/9/23,,https://patents.google.com/patent/DE102021106728A1/de,https://patentimages.storage.googleapis.com/3b/d9/0b/ff15b482784895/DE102021106728A1_0002.png
DE-102021106882-A1,Autonome immer aktive energiesparende abtastung f?r kapazitive matrix ,Cypress Semiconductor Corporation,"Vibheesh Bharathan, Andrew Kinane",2020/3/20,2021/3/19,2021/9/23,,https://patents.google.com/patent/DE102021106882A1/de,https://patentimages.storage.googleapis.com/9f/84/d1/9755157b480fda/DE102021106882A1_0001.png
DE-202021102726-U1,Elektronische Vorrichtung ,"Samsung Electronics Co., Ltd.",,2020/11/6,2021/5/19,2021/7/1,,https://patents.google.com/patent/DE202021102726U1/de,https://patentimages.storage.googleapis.com/64/54/66/7fe7f232a6e1bf/DE202021102726U1_0001.png
DE-202021102740-U1,Elektronische Vorrichtung mit flexibler Anzeige ,"Samsung Electronics Co., Ltd.",,2020/10/15,2021/5/19,2021/8/24,,https://patents.google.com/patent/DE202021102740U1/de,https://patentimages.storage.googleapis.com/da/d3/91/97612ad032889d/DE202021102740U1_0001.png
DE-102018001672-A1,Ein Anwendungsmodul zur sicheren Kommunikation zwischen einer Smart Card und einem mobilen Endger?t. ,Giesecke+Devrient Mobile Security Gmbh,"Sameer Prabhu, Ranjan Ghosh",2018/3/2,2018/3/2,2019/9/5,,https://patents.google.com/patent/DE102018001672A1/de,https://patentimages.storage.googleapis.com/43/01/6f/8d8112db8c5037/DE102018001672A1_0001.png
DE-102018119530-A1,Netzwerkmodul zum Bereitstellen einer Kommunikationsverbindung zwischen einer Datenverarbeitungsentit?t und einem Kommunikationsnetzwerk ,"Bundesdruckerei Gmbh, genua GmbH, Infineon Technologies Ag","J?rg Fischer, Manfred Paeschke, Olaf Dressel, Matthias Ochs, Peter Stampka, Detlef Houdeau, Frank P?schner",2018/8/10,2018/8/10,2020/2/13,,https://patents.google.com/patent/DE102018119530A1/de,https://patentimages.storage.googleapis.com/14/68/ff/492069852804a0/DE102018119530A1_0001.png
DE-102020122150-A1,Elektrisch angetriebenes Fahrzeug ,Toyota Jidosha Kabushiki Kaisha,"Toru Nakamura, Tadatsugu Udono, Chiaki Kanda",2019/8/27,2020/8/25,2021/3/4,,https://patents.google.com/patent/DE102020122150A1/de,https://patentimages.storage.googleapis.com/31/6d/74/2749d3532b263c/DE102020122150A1_0001.png
DE-102019206105-B3,Empf?ngerseitige ermittlung eines zeitpunkts eines senderseitigen ereignisses ,"Diehl Metering Gmbh, Fraunhofer-Gesellschaft zur F?rderung der angewandten Forschung e.V.","Thomas Kauppert, Hristo Petkov, Raphael Mzyk, Klaus Gottschalk, Gerd Kilian, Josef Bernhard, Jakob Knei?l, Johannes Wechsler, Dominik Soller, Maximilian Roth, Michael Schlicht",2019/4/29,2019/4/29,2020/8/27,2020/8/27,https://patents.google.com/patent/DE102019206105B3/de,https://patentimages.storage.googleapis.com/80/9d/7b/b8b347bd6541e4/DE102019206105B3_0004.png
DE-102021108622-A1,"Neuronale netzvorrichtung , verfahren zum betrieb der neuronalen netzvorrichtung und anwendungsprozessor, der die neuronale netzvorrichtung umfasst ","Samsung Electronics Co., Ltd.","Hyunpil KIM, Hyunwoo Sim, Seongwoo AHN, Hasong Kim, Doyoung Lee",2020/4/7,2021/4/7,2021/10/7,,https://patents.google.com/patent/DE102021108622A1/de,https://patentimages.storage.googleapis.com/12/85/ba/d319340e635232/DE102021108622A1_0003.png
DE-102020133744-A1,Vordergrundextraktion unter verwendung von fl?chenanpassung ,Motional Ad Llc,"Abbas Shikari, Jiaxin Li, Thomas Koelbaek Jespersen",2019/12/19,2020/12/16,2021/6/24,,https://patents.google.com/patent/DE102020133744A1/de,https://patentimages.storage.googleapis.com/9b/3d/16/60d3c77ed1250a/DE102020133744A1_0032.png
DE-102020132557-A1,Vorrichtung und verfahren f?r asynchrones raytracing ,Intel Corporation,"Prasoonkumar Surti, Abhishek R. Appu, Karthik Vaidyanathan, Saikat Mandal, Michael Norris",2020/3/15,2020/12/8,2021/9/16,,https://patents.google.com/patent/DE102020132557A1/de,https://patentimages.storage.googleapis.com/35/11/80/e8cbab01eb6749/DE102020132557A1_0004.png
