Company,Market Value,Revenue,Profits,Assets,Rank,Sector,Industry,Continent,Country,Headquarters,State,CEO,Forbes Webpage,Profits as % of Assets,Profits as % of Revenue
AmerisourceBergen,19.013,148.31,1.3469,33.919,315,Health Care,Pharmaceuticals,North America,United States,Pennsylvania,Pennsylvania,Steven H. Collis,http://www.forbes.com/companies/amerisourcebergen/,0.039709307,0.009081653
Heineken Holding,22.966,23,1.7035,42.05,316,Consumer Staples,Beverages,Europe,Netherlands,Netherlands,,Jean-François M. L. van Boxmeer,http://www.forbes.com/companies/heineken-holding/,0.040511296,0.074065217
CRH,28.99,30.051,1.411,33.324,317,Materials,Construction Materials,Europe,Ireland,Ireland,,Albert Jude Manifold,http://www.forbes.com/companies/crh/,0.042341856,0.046953512
Discover Financial Services,25.33,10.496,2.376,92.831,317,Financials,Consumer Financial Services,North America,United States,Illinois,Illinois,David W. Nelms,http://www.forbes.com/companies/discover-financial-services/,0.025594898,0.226371951
Safran,32.196,18.232,2.1106,32.758,319,Industrials,Aerospace & Defense,Europe,France,France,,Philippe Petitcolin,http://www.forbes.com/companies/safran/,0.064430063,0.115763493
Etisalat,42.739,14.255,2.2927,33.365,320,Telecommunication Services,Telecommunications services,Asia,United Arab Emirates,United Arab Emirates,,Saleh Adbullah Al-Abdooli,http://www.forbes.com/companies/etisalat/,0.06871572,0.160834795
CaixaBank,25.732,11.013,1.1582,366.976,321,Financials,Regional Banks,Europe,Spain,Spain,,Gonzalo Gortázar Rotaeche,http://www.forbes.com/companies/caixabank/,0.003156065,0.105166621
Eaton,33.449,19.747,1.922,30.419,322,Industrials,Other Industrial Equipment,Europe,Ireland,Ireland,,Craig Arnold,http://www.forbes.com/companies/eaton/,0.063184194,0.09733124
Fubon Financial,16.092,15.38,1.5014,196.521,322,Financials,Investment Services,Asia,Taiwan,Taiwan,,Wan Hsu,http://www.forbes.com/companies/fubon-financial/,0.007639896,0.097620286
Sumitomo,16.763,38.225,1.148,67.659,322,Industrials,Trading Companies,Asia,Japan,Japan,,Kazuo Ohmori,http://www.forbes.com/companies/sumitomo/,0.01696744,0.030032701
SunTrust Banks,27.2,8.914,1.878,204.875,322,Financials,Regional Banks,North America,United States,Georgia,Georgia,"Bill Rogers, Jr.",http://www.forbes.com/companies/suntrust-banks/,0.009166565,0.210679829
Greenland Holdings Group,14.252,32.842,1.2034,99.608,326,Financials,Real Estate,Asia,China,China,,Jian Huang,http://www.forbes.com/companies/greenland-holdings-group/,0.012081359,0.036642105
China Cinda Asset Management,14.686,13.418,2.3371,169.002,327,Financials,Investment Services,Asia,China,China,,Wei Chen,http://www.forbes.com/companies/china-cinda-asset-management/,0.01382883,0.174176479
Anglo American,19.774,21.455,1.594,50.149,328,Materials,Diversified Metals & Mining,Europe,United Kingdom,United Kingdom,,Mark Cutifani,http://www.forbes.com/companies/anglo-american/,0.03178528,0.074295036
China Resources Land,19.847,14.51,2.5122,55.08,329,Financials,Real Estate,Asia,Hong Kong,Hong Kong,,Yong Tang,http://www.forbes.com/companies/china-resources-land/,0.045610022,0.173135768
Royal Ahold Delhaize N.V.,26.002,54.972,0.9181,38.259,330,Consumer Staples,Food Retail,Europe,Netherlands,Netherlands,,Dick Boer,http://www.forbes.com/companies/royal-ahold-delhaize/,0.023996968,0.01670123
SingTel,45.181,11.949,2.778,33.043,330,Telecommunication Services,Telecommunications services,Asia,Singapore,Singapore,,"Sock Koong Chua, CFA",http://www.forbes.com/companies/singtel/,0.084072269,0.232488074
United Overseas Bank,25.618,8.203,2.2424,235.44,332,Financials,Regional Banks,Asia,Singapore,Singapore,,Ee Cheong Wee,http://www.forbes.com/companies/united-overseas-bank/,0.009524295,0.273363404
Subaru,27.286,29.832,2.8196,22.669,333,Consumer Discretionary,Auto & Truck Manufacturers,Asia,Japan,Japan,,Yasuyuki Yoshinaga,http://www.forbes.com/companies/subaru/,0.124381314,0.094515956
Automatic Data Processing,45.873,12.051,1.6941,39.999,334,Consumer Discretionary,Business & Personal Services,North America,United States,New Jersey,New Jersey,Carlos A. Rodriguez,http://www.forbes.com/companies/automatic-data-processing/,0.042353559,0.140577545
Midea Group,31.504,23.898,2.2103,24.549,335,Consumer Discretionary,Household Appliances,Asia,China,China,,Hong Fang,http://www.forbes.com/companies/midea-group/,0.090036254,0.092488911
Linde,31.294,18.748,1.2766,39.009,336,Materials,Diversified Chemicals,Europe,Germany,Germany,,Aldo Belloni,http://www.forbes.com/companies/linde/,0.032725781,0.068092597
KIA Motors,12.564,45.435,2.3743,42.134,337,Consumer Discretionary,Auto & Truck Manufacturers,Asia,South Korea,South Korea,,Hyoung-Keun Lee,http://www.forbes.com/companies/kia-motors/,0.056351165,0.052257071
Hartford Financial Services,17.884,18.142,0.896,225.188,338,Financials,Diversified Insurance,North America,United States,Connecticut,Connecticut,Christopher J. Swift,http://www.forbes.com/companies/hartford-financial-services/,0.003978898,0.04938816
Southwest Airlines,33.556,20.425,2.243,24.772,339,Industrials,Airline,North America,United States,Texas,Texas,Gary C. Kelly,http://www.forbes.com/companies/southwest-airlines/,0.090545777,0.109816401
América Móvil,47.344,52.18,0.4627,73.582,340,Telecommunication Services,Telecommunications services,North America,Mexico,Mexico,,Daniel Hajj Aboumrad,http://www.forbes.com/companies/america-movil/,0.006288223,0.008867382
Principal Financial Group,18.04,12.529,1.3165,228.014,341,Financials,Life & Health Insurance,North America,United States,Iowa,Iowa,Daniel Joseph Houston,http://www.forbes.com/companies/principal-financial-group/,0.005773768,0.105076223
Fannie Mae,2.849,108.306,12.313,3287.968,342,Financials,Investment Services,North America,United States,District of Columbia,District of Columbia,Tim Mayopoulos,http://www.forbes.com/companies/fannie-mae/,0.003744866,0.113687146
Ameriprise Financial,19.895,11.735,1.314,139.821,343,Financials,Investment Services,North America,United States,Minnesota,Minnesota,Jim Cracchiolo,http://www.forbes.com/companies/ameriprise-financial/,0.00939773,0.111972731
Macquarie Group,21.155,10.556,1.4676,147.764,344,Financials,Investment Services,Australia,Australia,Australia,,Nicholas William Moore,http://www.forbes.com/companies/macquarie-group/,0.009932054,0.139029936
Carrefour,16.643,87.14,0.8252,51.519,345,Consumer Staples,Food Retail,Europe,France,France,,Georges Plassat,http://www.forbes.com/companies/carrefour/,0.016017392,0.009469819
Celgene,97.697,11.008,1.9992,28.086,346,Health Care,Biotechs,North America,United States,New Jersey,New Jersey,Mark J. Alles,http://www.forbes.com/companies/celgene/,0.071181372,0.181613372
China Evergrande Group,14.58,32.434,0.764,194.383,347,Financials,Real Estate,Asia,China,China,,Hai Jun Xia,http://www.forbes.com/companies/china-evergrande-group/,0.003930385,0.023555528
Takeda Pharmaceutical,36.874,15.921,1.2166,35.513,348,Health Care,Pharmaceuticals,Asia,Japan,Japan,,Christophe Weber,http://www.forbes.com/companies/takeda-pharmaceutical/,0.034257877,0.076414798
SK Hynix,31.958,14.823,2.5459,26.673,349,Information Technology,Semiconductors,Asia,South Korea,South Korea,,Sung-Wook Park,http://www.forbes.com/companies/sk-hynix/,0.095448581,0.171753356
Saudi Telecom,37.335,13.819,2.2747,27.082,350,Telecommunication Services,Telecommunications services,Asia,Saudi Arabia,Saudi Arabia,,Khaled bin Husain bin Saleh Biyari,http://www.forbes.com/companies/saudi-telecom/,0.083993058,0.164606701
Tyson Foods,24.171,36.896,1.9,22.257,351,Consumer Staples,Food Processing,North America,United States,Arkansas,Arkansas,Thomas P. Hayes,http://www.forbes.com/companies/tyson-foods/,0.085366402,0.051496097
Sinohydro Group,16.488,34.64,0.8622,71.23,352,Industrials,Construction Services,Asia,China,China,,Zong Ma,http://www.forbes.com/companies/sinohydro-group/,0.01210445,0.0248903
Reckitt Benckiser Group,64.132,13.346,2.4719,22.265,353,Consumer Staples,Household/Personal Care,Europe,United Kingdom,United Kingdom,,Rakesh Kapoor,http://www.forbes.com/companies/reckitt-benckiser-group/,0.111021783,0.185216544
CSX,43.784,11.069,1.714,36.036,354,Industrials,Railroads,North America,United States,Florida,Florida,"E. Hunter Harrison, LLD",http://www.forbes.com/companies/csx/,0.047563548,0.15484687
Freddie Mac,1.534,69.843,7.815,2023.376,355,Financials,Investment Services,North America,United States,Virginia,Virginia,Donald H. Layton,http://www.forbes.com/companies/freddie-mac/,0.003862357,0.111893819
Lincoln National,14.796,13.41,1.19,263.467,356,Financials,Life & Health Insurance,North America,United States,Pennsylvania,Pennsylvania,Dennis R. Glass,http://www.forbes.com/companies/lincoln-national/,0.004516695,0.088739746
Kinder Morgan,48.131,12.932,0.704,80.305,357,Energy,Oil Services & Equipment,North America,United States,Texas,Texas,Steven J. Kean,http://www.forbes.com/companies/kinder-morgan/,0.008766577,0.054438602
Power Corp of Canada,10.812,35.423,0.8559,311.156,358,Financials,Life & Health Insurance,North America,Canada,Canada,,André Roger Desmarais,http://www.forbes.com/companies/power-corp-of-canada/,0.00275071,0.024162267
BP,114.695,183.834,0.115,263.316,359,Energy,Oil & Gas Operations,Europe,United Kingdom,United Kingdom,,Robert W. Dudley,http://www.forbes.com/companies/bp/,0.000436738,0.000625564
Chevron,206.083,110.484,-0.497,260.078,359,Energy,Oil & Gas Operations,North America,United States,California,California,John S. Watson,http://www.forbes.com/companies/chevron/,-0.001910965,-0.004498389
Michelin Group,21.574,23.127,1.8407,26.708,361,Consumer Discretionary,Auto & Truck Parts,Europe,France,France,,Jean-Dominique Senard,http://www.forbes.com/companies/michelin-group/,0.068919425,0.079590954
Cheung Kong Property Holdings,26.239,8.972,2.5011,51.184,362,Financials,Real Estate,Asia,Hong Kong,Hong Kong,,"Tzar Kuoi Li, LLD",http://www.forbes.com/companies/cheung-kong-property-holdings/,0.04886488,0.278767276
SK Holdings,14.658,72.072,0.6599,85.318,363,Energy,Oil & Gas Operations,Asia,South Korea,South Korea,,Dae-Shik Cho,http://www.forbes.com/companies/sk-holdings/,0.007734593,0.009156122
Gree Electric Appliances,27.738,15.268,2.1133,27.242,364,Consumer Discretionary,Household Appliances,Asia,China,China,,Mingzhu Dong,http://www.forbes.com/companies/gree-electric-appliances/,0.077575068,0.138413676
BAE Systems,25.56,24.004,1.2319,29.108,365,Industrials,Aerospace & Defense,Europe,United Kingdom,United Kingdom,,Ian Graham King,http://www.forbes.com/companies/bae-systems/,0.042321699,0.051320613
Bank Of Jiangsu,16.55,9.732,1.5971,229.987,366,Financials,Regional Banks,Asia,China,China,,,http://www.forbes.com/companies/bank-of-jiangsu/,0.006944306,0.164108097
Edison International,26.146,11.868,1.311,51.319,367,Utilities,Electric Utilities,North America,United States,California,California,Pedro J. Pizarro,http://www.forbes.com/companies/edison-international/,0.025546094,0.110465116
Kansai Electric Power,11.268,28.278,1.5857,58.479,368,Utilities,Electric Utilities,Asia,Japan,Japan,,Shosuke Mori,http://www.forbes.com/companies/kansai-electric-power/,0.027115717,0.056075394
New China Life Insurance,17.605,22.049,0.7508,100.525,369,Financials,Life & Health Insurance,Asia,China,China,,Feng Wan,http://www.forbes.com/companies/new-china-life-insurance/,0.007468789,0.034051431
Starbucks,84.558,21.672,2.882,14.017,370,Consumer Discretionary,Restaurants,North America,United States,Washington,Washington,Kevin R. Johnson,http://www.forbes.com/companies/starbucks/,0.205607477,0.13298265
Centrica,14.817,36.569,2.256,27.053,371,Utilities,Natural Gas Utilities,Europe,United Kingdom,United Kingdom,,Iain C. Conn,http://www.forbes.com/companies/centrica/,0.08339186,0.061691597
Biogen,58.02,10.502,3.7028,22.877,372,Health Care,Biotechs,North America,United States,Massachusetts,Massachusetts,Michel Vounatsos,http://www.forbes.com/companies/biogen-idec/,0.161856887,0.352580461
Canadian National Railway,55.897,9.085,2.7473,28.025,373,Industrials,Railroads,North America,Canada,Canada,,Luc Jobin,http://www.forbes.com/companies/canadian-national-railway/,0.09803033,0.30239956
HDFC,36.705,8.143,1.5581,64.857,373,Financials,Consumer Financial Services,Asia,India,India,,Keki Mistry,http://www.forbes.com/companies/hdfc/,0.024023621,0.191342257
Novo Nordisk,88.213,16.608,5.6348,13.836,375,Health Care,Pharmaceuticals,Europe,Denmark,Denmark,,Lars Fruergaard Jørgensen,http://www.forbes.com/companies/novo-nordisk/,0.407256432,0.339282274
Swedbank,25.061,6.278,2.2821,237.127,376,Financials,Major Banks,Europe,Sweden,Sweden,,Birgitte Bonnesen,http://www.forbes.com/companies/swedbank/,0.009623957,0.363507486
Tata Consultancy Services,74.475,17.379,3.8835,14.512,376,Information Technology,Computer Services,Asia,India,India,,Rajesh Gopinathan,http://www.forbes.com/companies/tata-consultancy-services/,0.267606119,0.223459347
Monsanto,50.934,14.458,1.919,21.373,378,Materials,Specialized Chemicals,North America,United States,Missouri,Missouri,Hugh M. Grant,http://www.forbes.com/companies/monsanto/,0.089786179,0.132729285
Mastercard,121.331,10.776,4.059,18.675,379,Financials,Consumer Financial Services,North America,United States,New York,New York,Ajay Banga,http://www.forbes.com/companies/mastercard/,0.217349398,0.376670379
Femsa,33.098,20.897,1.136,26.485,380,Consumer Staples,Beverages,North America,Mexico,Mexico,,Carlos Salazar Lomelín,http://www.forbes.com/companies/femsa/,0.042892203,0.05436187
PayPal,51.673,10.795,1.401,33.103,380,Financials,Consumer Financial Services,North America,United States,California,California,Daniel H. Schulman,http://www.forbes.com/companies/paypal/,0.042322448,0.129782307
Progressive,22.824,23.504,1.031,34.335,382,Financials,Property & Casualty Insurance,North America,United States,Ohio,Ohio,Tricia Griffith,http://www.forbes.com/companies/progressive/,0.030027669,0.043864874
Svenska Handelsbanken,25.853,6.36,1.8973,289.234,383,Financials,Major Banks,Europe,Sweden,Sweden,,Anders Bouvin,http://www.forbes.com/companies/svenska-handelsbanken/,0.006559741,0.29831761
Mitsui Fudosan,21.077,14.909,1.2022,46.722,384,Financials,Real Estate,Asia,Japan,Japan,,Hiromichi Masanobu,http://www.forbes.com/companies/mitsui-fudosan/,0.025730919,0.080635858
SEB,23.761,7.712,1.2402,288.471,385,Financials,Major Banks,Europe,Sweden,Sweden,,Johan Torgeby,http://www.forbes.com/companies/seb/,0.004299219,0.160814315
Bank Rakyat Indonesia,24.166,8.291,1.9695,74.496,386,Financials,Regional Banks,Asia,Indonesia,Indonesia,,Suprajarto,http://www.forbes.com/companies/bank-rakyat-indonesia/,0.026437661,0.237546737
Texas Instruments,80.501,13.37,3.417,16.431,387,Information Technology,Semiconductors,North America,United States,Texas,Texas,Richard K. Templeton,http://www.forbes.com/companies/texas-instruments/,0.207960562,0.255572177
Wilmar International,16.144,41.428,0.984,37.032,388,Consumer Staples,Food Processing,Asia,Singapore,Singapore,,Khoon Hong Kuok,http://www.forbes.com/companies/wilmar-international/,0.026571614,0.023752052
Daiwa House Industry,19.056,31.891,1.1606,29.602,389,Industrials,Construction Services,Asia,Japan,Japan,,Takeo Higuchi,http://www.forbes.com/companies/daiwa-house-industry/,0.03920681,0.036392713
Baidu,59.921,10.591,1.7381,26.189,390,Information Technology,Computer Services,Asia,China,China,,Yan Hong Li,http://www.forbes.com/companies/baidu/,0.066367559,0.164111038
Consolidated Edison,23.756,12.062,1.246,48.255,390,Utilities,Electric Utilities,North America,United States,New York,New York,John J. McAvoy,http://www.forbes.com/companies/consolidated-edison/,0.025821158,0.103299619
Maybank,20.661,7.63,1.6277,164.056,390,Financials,Regional Banks,Asia,Malaysia,Malaysia,,Abdul Farid bin Alias,http://www.forbes.com/companies/maybank/,0.009921612,0.213328965
DISH Network,29.11,15.095,1.4499,28.23,393,Consumer Discretionary,Broadcasting & Cable,North America,United States,Colorado,Colorado,Charles William Ergen,http://www.forbes.com/companies/dish-network/,0.051360255,0.096051673
Citic Securities,27.907,7.599,1.5614,85.969,394,Financials,Investment Services,Asia,China,China,,Ming Hui Yang,http://www.forbes.com/companies/citic-securities/,0.018162361,0.205474405
American Electric,33.102,16.23,0.6134,66.221,395,Utilities,Electric Utilities,North America,United States,Ohio,Ohio,Nicholas K. Akins,http://www.forbes.com/companies/american-electric/,0.009262923,0.037794208
Suzuki Motor,19.945,28.318,1.3598,25.885,396,Consumer Discretionary,Auto & Truck Manufacturers,Asia,Japan,Japan,,Toshihiro Suzuki,http://www.forbes.com/companies/suzuki-motor/,0.052532355,0.048018928
VTB Bank,14.861,19.517,0.6986,206.172,397,Financials,Regional Banks,Asia,Russia,Russia,,Andrey Leonidovich Kostin,http://www.forbes.com/companies/vtb-bank/,0.003388433,0.035794436
Metallurgical Corp of China,15.403,32.438,0.8062,54.344,398,Industrials,Construction Services,Asia,China,China,,Wen Guo,http://www.forbes.com/companies/metallurgical-corp-of-china/,0.014835124,0.024853567
Petrobras,61.278,81.068,-4.2527,247.318,399,Energy,Oil & Gas Operations,South America,Brazil,Brazil,,Pedro Pullen Parente,http://www.forbes.com/companies/petrobras/,-0.017195271,-0.05245843
Norfolk Southern,36.012,9.888,1.663,34.892,400,Industrials,Railroads,North America,United States,Virginia,Virginia,James A. Squires,http://www.forbes.com/companies/norfolk-southern/,0.047661355,0.168183657
TJX Cos,49.123,33.184,2.2982,12.884,401,Consumer Discretionary,Apparel/Footwear Retail,North America,United States,Massachusetts,Massachusetts,Ernie L. Herrman,http://www.forbes.com/companies/tjx-cos/,0.178376281,0.069256268
Investor AB,32.186,7.269,3.932,40.725,402,Financials,Investment Services,Europe,Sweden,Sweden,,Johan Patrik Lennart Forssell,http://www.forbes.com/companies/investor-ab/,0.096550031,0.540927225
American International Group,60.086,52.367,-0.849,498.264,403,Financials,Diversified Insurance,North America,United States,New York,New York,Peter D. Hancock,http://www.forbes.com/companies/american-international-group/,-0.001703916,-0.0162125
Sempra Energy,27.486,10.198,1.337,47.786,404,Utilities,Natural Gas Utilities,North America,United States,California,California,Debra L. Reed,http://www.forbes.com/companies/sempra-energy/,0.027978906,0.131104138
International Airlines,13.687,24.997,2.18,28.872,405,Industrials,Airline,Europe,United Kingdom,United Kingdom,,William Matthew Walsh,http://www.forbes.com/companies/international-airlines/,0.07550568,0.087210465
SSE,18.712,37.2,1.056,27.833,405,Utilities,Electric Utilities,Europe,United Kingdom,United Kingdom,,Alistair Phillips-Davies,http://www.forbes.com/companies/sse/,0.037940574,0.028387097
eBay,36.599,8.979,7.266,23.847,407,Consumer Discretionary,Internet & Catalog Retail,North America,United States,California,California,Devin N. Wenig,http://www.forbes.com/companies/ebay/,0.304692414,0.809221517
NTPC,21.533,12.202,1.5553,38.665,408,Utilities,Electric Utilities,Asia,India,India,,Gurdeep Singh,http://www.forbes.com/companies/ntpc/,0.04022501,0.127462711
Old Mutual,11.724,22.086,0.7691,208.149,409,Financials,Investment Services,Europe,United Kingdom,United Kingdom,,Bruce Hemphill,http://www.forbes.com/companies/old-mutual/,0.003694949,0.034822965
Magna International,15.3,36.447,2.0297,22.566,410,Consumer Discretionary,Auto & Truck Parts,North America,Canada,Canada,,Donald Walker,http://www.forbes.com/companies/magna-international/,0.08994505,0.055689083
China Yangtze Power,42.318,6.457,2.8107,45.323,411,Utilities,Electric Utilities,Asia,China,China,,Ding Zhang,http://www.forbes.com/companies/china-yangtze-power/,0.062014871,0.435295029
NN Group,10.309,15.613,1.2788,177.487,411,Financials,Life & Health Insurance,Europe,Netherlands,Netherlands,,Eilard Friese,http://www.forbes.com/companies/nn-group/,0.007205035,0.081906104
Sumitomo Mitsui Trust,12.827,9.197,1.5447,548.179,413,Financials,Regional Banks,Asia,Japan,Japan,,Hitoshi Tsunekage,http://www.forbes.com/companies/sumitomo-mitsui-trust/,0.002817875,0.167956942
General Mills,33.214,15.741,1.6282,21.67,414,Consumer Staples,Food Processing,North America,United States,Minnesota,Minnesota,Kendall J. Powell,http://www.forbes.com/companies/general-mills/,0.075136133,0.103436885
Talanx,8.916,34.716,1.0033,158.188,414,Financials,Diversified Insurance,Europe,Germany,Germany,,Herbert K. Haas,http://www.forbes.com/companies/talanx/,0.006342453,0.028900219
The Priceline Group,87.009,10.743,2.135,19.839,416,Consumer Discretionary,Business & Personal Services,North America,United States,Connecticut,Connecticut,Glenn D. Fogel,http://www.forbes.com/companies/priceline/,0.107616311,0.198734059
EXOR,11.944,152.564,0.4826,192.992,417,Financials,Investment Services,Europe,Italy,Italy,,John Elkann,http://www.forbes.com/companies/exor/,0.002500622,0.003163263
Glencore International,57.278,153.691,-0.4533,124.6,417,Materials,Diversified Metals & Mining,Europe,Switzerland,Switzerland,,Ivan Glasenberg,http://www.forbes.com/companies/glencore-international/,-0.003638042,-0.002949424
Vodafone,67.036,60.839,-9.2638,175.683,419,Telecommunication Services,Telecommunications services,Europe,United Kingdom,United Kingdom,,Vittorio Amedeo Colao,http://www.forbes.com/companies/vodafone/,-0.052730202,-0.15226746
Huaneng Power International,14.429,16.942,1.3433,44.524,420,Utilities,Electric Utilities,Asia,China,China,,Stuart Thomson Gulliver,http://www.forbes.com/companies/huaneng-power-international/,0.030170245,0.07928816
Standard Bank Group,15.938,8.612,1.539,142.91,421,Financials,Regional Banks,Africa,South Africa,South Africa,,Ben J. Kruger,http://www.forbes.com/companies/standard-bank-group/,0.010769015,0.178704134
Swiss Life Holding,10.245,19.544,0.9359,196.961,422,Financials,Life & Health Insurance,Europe,Switzerland,Switzerland,,Markus Leibundgut,http://www.forbes.com/companies/swiss-life-holding/,0.004751702,0.047886819
FirstRand,18.198,8.394,1.656,86.325,423,Financials,Major Banks,Africa,South Africa,South Africa,,Johannes Petrus Burger,http://www.forbes.com/companies/firstrand/,0.019183319,0.197283774
Sysco,27.978,53.077,1.0319,17.63,424,Consumer Staples,Food Retail,North America,United States,Texas,Texas,"Bill DeLaney, III",http://www.forbes.com/companies/sysco/,0.058530913,0.019441566
International Paper,20.772,21.079,0.904,33.345,425,Materials,Paper & Paper Products,North America,United States,Tennessee,Tennessee,Mark S. Sutton,http://www.forbes.com/companies/international-paper/,0.027110511,0.042886285
Vivendi,24.17,11.968,1.3894,34.137,425,Telecommunication Services,Telecommunications services,Europe,France,France,,Arnaud Nicolas de Puyfontaine,http://www.forbes.com/companies/vivendi/,0.040700706,0.116092914
Kimberly-Clark,46.721,18.202,2.166,14.602,427,Consumer Staples,Household/Personal Care,North America,United States,Texas,Texas,Thomas J. Falk,http://www.forbes.com/companies/kimberly-clark/,0.148335844,0.118997912
National Commercial Bank,20.641,6.143,2.484,117.675,428,Financials,Regional Banks,Asia,Saudi Arabia,Saudi Arabia,,Saeed bin Mohammed Al-Ghamdi,http://www.forbes.com/companies/national-commercial-bank/,0.021108987,0.404362689
Erste Group Bank,13.515,9.248,1.3804,220.843,429,Financials,Major Banks,Europe,Austria,Austria,,Andreas Treichl,http://www.forbes.com/companies/erste-group-bank/,0.006250594,0.149264706
Baoshan Iron & Steel,21.434,26.752,0.6667,40.011,430,Materials,Iron & Steel,Asia,China,China,,Zhan Liu,http://www.forbes.com/companies/baoshan-iron-steel/,0.016662918,0.024921501
Eni,58.229,61.599,-1.6195,135.884,431,Energy,Oil & Gas Operations,Europe,Italy,Italy,,Claudio Descalzi,http://www.forbes.com/companies/eni/,-0.011918254,-0.026291011
Saudi Electricity,26.597,13.275,0.5611,107.407,431,Utilities,Electric Utilities,Asia,Saudi Arabia,Saudi Arabia,,Ziad bin Mohammed Al-Shiha,http://www.forbes.com/companies/saudi-electricity/,0.005224054,0.04226742
Corning,24.854,9.388,3.695,27.899,433,Information Technology,Communications Equipment,North America,United States,New York,New York,Wendell P. Weeks,http://www.forbes.com/companies/corning/,0.132442023,0.393587559
Daikin Industries,28.375,18.522,1.4317,20.597,434,Materials,Construction Materials,Asia,Japan,Japan,,Masanori Togawa,http://www.forbes.com/companies/daikin-industries/,0.069510123,0.077297268
Mitsubishi Chemical,11.067,31.798,1.3509,38.052,435,Materials,Diversified Chemicals,Asia,Japan,Japan,,Yoshimitsu Kobayashi,http://www.forbes.com/companies/mitsubishi-chemical/,0.035501419,0.042483804
Becton Dickinson,39.183,12.418,1.309,24.318,436,Health Care,Medical Equipment & Supplies,North America,United States,New Jersey,New Jersey,Vincent A. Forlenza,http://www.forbes.com/companies/becton-dickinson/,0.05382844,0.105411499
SK Innovation,13.513,34.064,1.4406,26.976,437,Energy,Oil & Gas Operations,Asia,South Korea,South Korea,,Chul-Khil Chung,http://www.forbes.com/companies/sk-innovation/,0.053403025,0.042290982
Humana,30.408,54.379,0.594,25.812,438,Health Care,Managed Health Care,North America,United States,Kentucky,Kentucky,Bruce D. Broussard,http://www.forbes.com/companies/humana/,0.023012552,0.010923334
Emerson Electric,38.291,17.202,1.509,17.471,439,Industrials,Electrical Equipment,North America,United States,Missouri,Missouri,David N. Farr,http://www.forbes.com/companies/emerson-electric/,0.086371702,0.087722358
Nippon Steel & Sumitomo Metal,20.227,41.63,0.4767,54.559,440,Materials,Iron & Steel,Asia,Japan,Japan,,Shoji Muneoka,http://www.forbes.com/companies/nippon-steel-sumitomo-metal/,0.00873733,0.011450877
Deutsche Bank,34.005,44.283,-1.8562,1686.579,441,Financials,Major Banks,Europe,Germany,Germany,,John Cryan,http://www.forbes.com/companies/deutsche-bank/,-0.001100571,-0.041916763
Toyota Industries,14.838,20.017,1.0825,38.596,442,Consumer Discretionary,Auto & Truck Parts,Asia,Japan,Japan,,Tetsuro Toyoda,http://www.forbes.com/companies/toyota-industries/,0.028046948,0.054079033
Pernod Ricard,31.356,9.718,1.3971,33.49,443,Consumer Staples,Beverages,Europe,France,France,,Alexandre Ricard,http://www.forbes.com/companies/pernod-ricard/,0.04171693,0.143764149
Aon,31.418,11.623,1.396,26.615,444,Financials,Insurance Brokers,Europe,United Kingdom,United Kingdom,,Gregory C. Case,http://www.forbes.com/companies/aon/,0.052451625,0.120106685
IntercontinentalExchange,36.185,5.958,1.422,82.003,445,Financials,Investment Services,North America,United States,Georgia,Georgia,Jeffrey Craig Sprecher,http://www.forbes.com/companies/intercontinentalexchange/,0.017340829,0.238670695
Stryker,48.787,11.325,1.647,20.435,446,Health Care,Medical Equipment & Supplies,North America,United States,Michigan,Michigan,Kevin A. Lobo,http://www.forbes.com/companies/stryker/,0.080597015,0.145430464
Fujifilm Holdings,18.097,21.655,1.0662,28.578,447,Consumer Discretionary,Consumer Electronics,Asia,Japan,Japan,,Shigetaka Komori,http://www.forbes.com/companies/fujifilm-holdings/,0.037308419,0.049235742
Fosun International,13.135,11.116,1.5425,70.045,448,Materials,Iron & Steel,Asia,China,China,,Qun Bin Wang,http://www.forbes.com/companies/fosun-international/,0.022021558,0.138763944
Sony,40.441,69.242,-0.393,151.713,449,Consumer Discretionary,Consumer Electronics,Asia,Japan,Japan,,Kazuo Hirai,http://www.forbes.com/companies/sony/,-0.002590417,-0.005675746
Chubu Electric Power,10.012,24.17,1.4679,45.632,450,Utilities,Electric Utilities,Asia,Japan,Japan,,Akihisa Mizuno,http://www.forbes.com/companies/chubu-electric-power/,0.032168215,0.060732313
Las Vegas Sands,44.623,11.41,1.67,20.469,451,Consumer Discretionary,Casinos & Gaming,North America,United States,Nevada,Nevada,Sheldon Gary Adelson,http://www.forbes.com/companies/las-vegas-sands/,0.08158679,0.14636284
Xcel Energy,22.545,11.104,1.1234,41.155,452,Utilities,Electric Utilities,North America,United States,Minnesota,Minnesota,"Benjamin G. S. Fowke, III",http://www.forbes.com/companies/xcel-energy/,0.027296805,0.101170749
Fifth Third Bancorp,18.773,6.701,1.55,142.177,453,Financials,Regional Banks,North America,United States,Ohio,Ohio,Gregory D. Carmichael,http://www.forbes.com/companies/fifth-third-bancorp/,0.010901904,0.23130876
Bouygues,14.468,35.142,0.8097,36.762,454,Industrials,Construction Services,Europe,France,France,,Martin Bouygues,http://www.forbes.com/companies/bouygues/,0.022025461,0.023040806
ENGIE,34.776,73.716,-0.4591,167.934,455,Utilities,Electric Utilities,Europe,France,France,,Isabelle Kocher,http://www.forbes.com/companies/engie/,-0.002733812,-0.006227956
