Company,Market Value,Revenue,Profits,Assets,Rank,Sector,Industry,Continent,Country,Headquarters,State,CEO,Forbes Webpage,Profits as % of Assets,Profits as % of Revenue
CIC Group,7.393,12.331,1.232,275.894,499,Financials,Regional Banks,Europe,France,France,,Alain Fradin,http://www.forbes.com/companies/cic-group/,0.004465483,0.099910794
Colgate-Palmolive,61.609,16.034,1.384,11.958,500,Consumer Staples,Household/Personal Care,North America,United States,New York,New York,Ian Cook,http://www.forbes.com/companies/colgate-palmolive/,0.115738418,0.086316577
SK Innovation,12.962,42.725,0.72,26.745,500,Energy,Oil & Gas Operations,Asia,South Korea,South Korea,,Chul-Khil Chung,http://www.forbes.com/companies/sk-innovation/,0.02692092,0.01685196
FirstRand,18.457,5.763,1.7308,73.538,502,Financials,Major Banks,Africa,South Africa,South Africa,,Johannes Burger,http://www.forbes.com/companies/firstrand/,0.023536131,0.300329689
Fiat Chrysler Automobiles,10.403,122.74,0.3704,114.105,503,Consumer Discretionary,Auto & Truck Manufacturers,Europe,United Kingdom,United Kingdom,,Sergio Marchionne,http://www.forbes.com/companies/fiat-chrysler-automobiles/,0.003246133,0.003017761
Level 3 Communications,19.182,8.229,3.433,24.145,504,Telecommunication Services,Telecommunications services,North America,United States,Colorado,Colorado,Jeffrey Storey,http://www.forbes.com/companies/level-3-communications/,0.142182647,0.417183133
Larsen & Toubro,17.69,15.123,0.7334,32.65,505,Industrials,Construction Services,Asia,India,India,,Anil Manibhai,http://www.forbes.com/companies/larsen-toubro/,0.022462481,0.048495669
SK Telecom,14.155,15.141,1.3269,24.375,506,Telecommunication Services,Telecommunications services,Asia,South Korea,South Korea,,Dong-Hyun Jang,http://www.forbes.com/companies/sk-telecom/,0.054436923,0.08763622
Formosa Petrochemical,26.713,19.825,1.4896,12.953,507,Energy,Oil & Gas Operations,Asia,Taiwan,Taiwan,,Ming Tsao,http://www.forbes.com/companies/formosa-petrochemical/,0.115000386,0.075137453
Kubota,19.639,13.709,1.1981,21.057,508,Industrials,Heavy Equipment,Asia,Japan,Japan,,Masatoshi Kimata,http://www.forbes.com/companies/kubota/,0.056897944,0.087395142
Dongfeng Motor Group,9.853,20.152,1.8419,24.761,509,Consumer Discretionary,Auto & Truck Manufacturers,Asia,China,China,,Liang Ma,http://www.forbes.com/companies/dongfeng-motor-group/,0.074387141,0.091400357
AMP,13.147,10.309,0.7294,101.645,510,Financials,Investment Services,Australia,Australia,Australia,,Craig Meller,http://www.forbes.com/companies/amp/,0.007175956,0.07075371
Ageas,8.768,13.382,0.8541,112.855,511,Financials,Diversified Insurance,Europe,Netherlands,Netherlands,,Bart De Smet,http://www.forbes.com/companies/ageas/,0.007568118,0.06382454
Cummins,19.779,19.104,1.399,15.134,512,Industrials,Heavy Equipment,North America,United States,Indiana,Indiana,Norman Linebarger,http://www.forbes.com/companies/cummins/,0.092440862,0.073230737
FirstEnergy,14.638,14.931,0.578,52.187,513,Utilities,Electric Utilities,North America,United States,Ohio,Ohio,Charles Jones,http://www.forbes.com/companies/firstenergy/,0.011075555,0.038711406
Mapfre,8.152,22.572,0.786,64.765,513,Financials,Diversified Insurance,Europe,Spain,Spain,,Antonio Mejías,http://www.forbes.com/companies/mapfre/,0.012136185,0.034821903
Macy's,12.77,27.079,1.072,20.576,515,Consumer Discretionary,Department Stores,North America,United States,Ohio,Ohio,Terry Lundgren,http://www.forbes.com/companies/macys/,0.052099533,0.039587873
Standard Chartered,26.303,20.549,-2.1777,640.483,516,Financials,Major Banks,Europe,United Kingdom,United Kingdom,,Peter Sands,http://www.forbes.com/companies/standard-chartered/,-0.00340009,-0.10597596
DISH Network,23.124,15.069,0.7471,22.887,517,Consumer Discretionary,Broadcasting & Cable,North America,United States,Colorado,Colorado,Charles Ergen,http://www.forbes.com/companies/dish-network/,0.032642985,0.049578605
Sysco,25.842,48.865,0.7668,13.089,518,Consumer Staples,Food Retail,North America,United States,Texas,Texas,Bill DeLaney,http://www.forbes.com/companies/sysco/,0.058583543,0.015692213
JBS,6.952,48.772,1.3891,31.288,519,Consumer Staples,Food Processing,South America,Brazil,Brazil,,Wesley Batista,http://www.forbes.com/companies/jbs/,0.044397213,0.028481506
Baxter International,23.834,12.747,0.968,20.975,520,Health Care,Medical Equipment & Supplies,North America,United States,Illinois,Illinois,José Almeida,http://www.forbes.com/companies/baxter-international/,0.046150179,0.075939437
Thales,17.797,15.595,0.8484,23.421,521,Industrials,Aerospace & Defense,Europe,France,France,,Patrice Caine,http://www.forbes.com/companies/thales/,0.036223902,0.054402052
Akzo Nobel,17.668,16.222,1.1688,18.493,522,Materials,Diversified Chemicals,Europe,Netherlands,Netherlands,,Ton Büchner,http://www.forbes.com/companies/akzo-nobel/,0.063202293,0.072050302
MTN Group,18.853,11.507,1.5809,20.255,523,Telecommunication Services,Telecommunications services,Africa,South Africa,South Africa,,Phuthuma Nhleko,http://www.forbes.com/companies/mtn-group/,0.078049864,0.137385939
Becton Dickinson,33.865,11.216,0.688,26.046,524,Health Care,Medical Equipment & Supplies,North America,United States,New Jersey,New Jersey,Vincent Forlenza,http://www.forbes.com/companies/becton-dickinson/,0.026414805,0.061340942
Simon Property Group,62.546,5.258,1.5772,30.651,525,Financials,Real Estate,North America,United States,Indiana,Indiana,David Simon,http://www.forbes.com/companies/simon-property-group/,0.051456722,0.299961963
Veolia Environnement,13.315,27.684,0.4992,38.986,526,Utilities,Diversified Utilities,Europe,France,France,,Antoine Frérot,http://www.forbes.com/companies/veolia-environnement/,0.012804597,0.018032076
Shin-Etsu Chemical,24.378,10.754,1.1977,20.496,527,Materials,Diversified Chemicals,Asia,Japan,Japan,,Chihiro Kanagawa,http://www.forbes.com/companies/shin-etsu-chemical/,0.058435792,0.111372513
Investor AB,28.78,4.975,2.0664,39.953,528,Financials,Investment Services,Europe,Sweden,Sweden,,Johan Forssell,http://www.forbes.com/companies/investor-ab/,0.051720772,0.415356784
Cognizant Technology,36.815,12.416,1.6236,13.065,529,Information Technology,Computer Services,North America,United States,New Jersey,New Jersey,Francisco D\'Souza,http://www.forbes.com/companies/cognizant-technology/,0.124270953,0.130766753
Suncorp Group,12.471,10.245,0.7744,68.713,530,Financials,Diversified Insurance,Australia,Australia,Australia,,Michael Cameron,http://www.forbes.com/companies/suncorp-group/,0.011270065,0.075588092
GFNorte,15.182,6.928,1.0774,69.731,531,Financials,Regional Banks,North America,Mexico,Mexico,,Jose Miguel,http://www.forbes.com/companies/gfnorte/,0.015450804,0.155513857
Kyocera,18.72,12.541,0.8376,26.419,531,Information Technology,Electronics,Asia,Japan,Japan,,Tetsuo Kuba,http://www.forbes.com/companies/kyocera/,0.031704455,0.066788932
Astellas Pharma,31.293,11.235,1.5336,14.862,533,Health Care,Pharmaceuticals,Asia,Japan,Japan,,Yoshihiko Hatanaka,http://www.forbes.com/companies/astellas-pharma/,0.103189342,0.136502003
Akbank,11.96,7.061,1.2309,85.988,534,Financials,Regional Banks,Europe,Turkey,Turkey,,Hakan Binbasgil,http://www.forbes.com/companies/akbank/,0.014314788,0.17432375
RELX Group,37.155,9.123,1.54,16.486,535,Information Technology,Computer Services,Europe,United Kingdom,United Kingdom,,Erik Engstrom,http://www.forbes.com/companies/relx-group/,0.093412593,0.168804121
Siam Commercial Bank,12.693,6.827,1.273,81.352,535,Financials,Regional Banks,Asia,Thailand,Thailand,,Arthid Nanthawithaya,http://www.forbes.com/companies/siam-commercial-bank/,0.015648048,0.186465505
M&T Bank,18.946,5.136,1.1283,124.626,537,Financials,Regional Banks,North America,United States,New York,New York,Robert Wilmers,http://www.forbes.com/companies/mt-bank/,0.009053488,0.219684579
Allied Irish Banks,27.46,4.08,1.5303,112.433,538,Financials,Regional Banks,Europe,Ireland,Ireland,,Gerald Byrne,http://www.forbes.com/companies/allied-irish-banks/,0.013610773,0.375073529
Couche Tard,24.482,34.114,1.1294,11.2,538,Consumer Staples,Food Retail,North America,Canada,Canada,,Brian Hannasch,http://www.forbes.com/companies/couche-tard/,0.100839286,0.033106642
Air Products & Chemicals,31.942,9.69,1.3169,17.26,540,Materials,Specialized Chemicals,North America,United States,,,Seifollah Ghasemi,http://www.forbes.com/companies/air-products-chemicals/,0.076297798,0.135902993
XL Group,10.481,9.371,1.2072,58.683,541,Financials,Diversified Insurance,Europe,Ireland,Ireland,,Michael Mcgavick,http://www.forbes.com/companies/xl-group/,0.020571545,0.128822964
Enbridge,39.345,27.416,0.1962,60.949,542,Energy,Oil Services & Equipment,North America,Canada,Canada,,Albert Monaco,http://www.forbes.com/companies/enbridge/,0.003219085,0.007156405
Kering,21.5,12.846,0.7079,25.909,543,Consumer Discretionary,Apparel/Accessories,Europe,France,France,,François-Henri Pinault,http://www.forbes.com/companies/kering/,0.027322552,0.055106648
Al Rajhi Bank,25.478,4,2.0339,86.198,544,Financials,Regional Banks,Asia,Saudi Arabia,Saudi Arabia,,Stefano Bertamini,http://www.forbes.com/companies/al-rajhi-bank/,0.023595675,0.508475
China Taiping Insurance,7.72,20.699,0.7852,58.564,545,Financials,Diversified Insurance,Asia,Hong Kong,Hong Kong,,Jin Li,http://www.forbes.com/companies/china-taiping-insurance/,0.013407554,0.0379342
Banco de Sabadell,10.76,7.97,0.7856,226.632,546,Financials,Regional Banks,Europe,Spain,Spain,,Jaime Romojaro,http://www.forbes.com/companies/banco-de-sabadell/,0.003466413,0.098569636
Mazda Motor,9.742,27.986,1.2456,20.932,547,Consumer Discretionary,Auto & Truck Manufacturers,Asia,Japan,Japan,,Masamichi Kogai,http://www.forbes.com/companies/mazda-motor/,0.059506975,0.044507968
New World Development,9.414,8.002,2.1357,52.861,548,Financials,Real Estate,Asia,Hong Kong,Hong Kong,,Guan Chen,http://www.forbes.com/companies/new-world-development/,0.040402187,0.266895776
Waste Management,25.073,12.961,0.753,20.919,549,Industrials,Environmental & Waste,North America,United States,Texas,Texas,David Steiner,http://www.forbes.com/companies/waste-management/,0.035995985,0.058097369
Guosen Securities,19.499,6.008,1.8139,36.19,550,Financials,Investment Services,Asia,China,China,,"Cheng He,",http://www.forbes.com/companies/guosen-securities/,0.050121581,0.301914115
Publicis Groupe,16.18,10.647,0.9991,27.642,551,Consumer Discretionary,Advertising,Europe,France,France,,Maurice Lévy,http://www.forbes.com/companies/publicis-groupe/,0.036144273,0.09383864
Emirates NBD,12.71,5.287,1.8159,112.852,552,Financials,Regional Banks,Asia,United Arab Emirates,United Arab Emirates,,Shayne Nelson,http://www.forbes.com/companies/emirates-nbd/,0.016090986,0.343465103
Suncor Energy,45.162,22.83,-1.5593,55.811,553,Energy,Oil & Gas Operations,North America,Canada,Canada,,Steven Williams,http://www.forbes.com/companies/suncor-energy/,-0.027938937,-0.068300482
Chinatrust Financial,9.137,7.889,1.1147,139.928,554,Financials,Regional Banks,Asia,Taiwan,Taiwan,,Wen Yen,http://www.forbes.com/companies/chinatrust-financial/,0.00796624,0.14129801
Aisin Seiki,11.375,26.233,0.763,24.195,555,Consumer Discretionary,Auto & Truck Parts,Asia,Japan,Japan,,Kanshiro Toyoda,http://www.forbes.com/companies/aisin-seiki/,0.031535441,0.029085503
LafargeHolcim,30.263,24.552,-1.5256,73.225,556,Materials,Construction Materials,Europe,Switzerland,Switzerland,,Eric Olsen,http://www.forbes.com/companies/lafarge-holcim/,-0.020834414,-0.062137504
MTR,29.068,5.379,1.6761,31.109,557,Industrials,Railroads,Asia,Hong Kong,Hong Kong,,Kwok Leong,http://www.forbes.com/companies/mtr/,0.053878299,0.311600669
JFE Holdings,10.291,29.564,0.5806,36.242,558,Materials,Iron & Steel,Asia,Japan,Japan,,Eiji Hayashida,http://www.forbes.com/companies/jfe-holdings/,0.016020087,0.01963875
Vale,26.036,25.596,-13.2359,87.342,559,Materials,Iron & Steel,South America,Brazil,Brazil,,Murilo Ferreira,http://www.forbes.com/companies/vale/,-0.151541068,-0.517108142
NXP Semiconductors,29.199,6.101,1.526,26.354,560,Information Technology,Semiconductors,Europe,Netherlands,Netherlands,,Richard Clemmer,http://www.forbes.com/companies/nxp-semiconductors/,0.057903924,0.250122931
Evonik,14.771,14.978,1.1089,19.639,561,,,Europe,Germany,Germany,,Klaus Engel,http://www.forbes.com/companies/evonik/,0.056464178,0.074035252
Tesoro,10.335,28.644,1.54,16.332,562,Energy,Oil & Gas Operations,North America,United States,Texas,Texas,Gregory Goff,http://www.forbes.com/companies/tesoro/,0.094293412,0.053763441
Wheelock,9.457,7.408,1.8358,66.161,563,Financials,Real Estate,Asia,Hong Kong,Hong Kong,,Chun-Kuen Woo,http://www.forbes.com/companies/wheelock-co/,0.027747465,0.247813175
LG Chem,17.758,17.853,1.0187,15.845,564,Materials,Specialized Chemicals,Asia,South Korea,South Korea,,Jin-Soo Park,http://www.forbes.com/companies/lg-chem/,0.064291575,0.057060438
Rogers Communications,19.847,10.278,1.0473,22.268,565,Telecommunication Services,Telecommunications services,North America,Canada,Canada,,Guy Laurence,http://www.forbes.com/companies/rogers-communications/,0.047031615,0.101897256
Atlas Copco,32.762,12.11,1.3889,12.528,566,Industrials,Other Industrial Equipment,Europe,Sweden,Sweden,,Ronnie Leten,http://www.forbes.com/companies/atlas-copco/,0.110863665,0.114690339
Kasikornbank,11.065,7.55,1.0489,75.148,566,Financials,Regional Banks,Asia,Thailand,Thailand,,Banthoon Lamsam,http://www.forbes.com/companies/kasikornbank/,0.01395779,0.138927152
ArcelorMittal,17.501,63.534,-8.022,76.846,568,Materials,Iron & Steel,Europe,Luxembourg,Luxembourg,,Lakshmi Mittal,http://www.forbes.com/companies/arcelormittal/,-0.104390599,-0.126263103
SCA,21.22,13.669,0.83,18.074,568,Consumer Staples,Household/Personal Care,Europe,Sweden,Sweden,,Magnus Groth,http://www.forbes.com/companies/sca/,0.045922319,0.06072134
Saudi Electricity,18.787,11.05,0.4019,95.375,570,Utilities,Electric Utilities,Asia,Saudi Arabia,Saudi Arabia,,Ziad Al-Shiha,http://www.forbes.com/companies/saudi-electricity/,0.004213893,0.036371041
QBE Insurance Group,12.014,12.858,0.6751,42.855,571,Financials,Property & Casualty Insurance,Australia,Australia,Australia,,John Neal,http://www.forbes.com/companies/qbe-insurance-group/,0.015753121,0.052504277
Bouygues,11.726,35.96,0.4469,36.755,572,Industrials,Construction Services,Europe,France,France,,Martin Bouygues,http://www.forbes.com/companies/bouygues/,0.01215889,0.012427697
National Bank of Canada,12.02,5.841,1.0731,155.837,573,Financials,Regional Banks,North America,Canada,Canada,,Louis Vachon,http://www.forbes.com/companies/national-bank-of-canada/,0.006886041,0.183718541
Whirlpool,14.484,20.891,0.783,19.01,574,Consumer Discretionary,Household Appliances,North America,United States,Michigan,Michigan,Jeff Fettig,http://www.forbes.com/companies/whirlpool/,0.041188848,0.037480255
Dollar General,23.346,20.369,1.1651,11.452,575,Consumer Discretionary,Discount Stores,North America,United States,Tennessee,Tennessee,Todd Vasos,http://www.forbes.com/companies/dollar-general/,0.101737688,0.057199666
Posco,18.887,48.028,0.1593,68.576,576,Materials,Iron & Steel,Asia,South Korea,South Korea,,Jin-Il Kim,http://www.forbes.com/companies/posco/,0.00232297,0.003316815
Adidas,25.198,18.757,0.7385,14.494,577,Consumer Discretionary,Apparel/Accessories,Europe,Germany,Germany,,Herbert Hainer,http://www.forbes.com/companies/adidas/,0.050952118,0.039371968
Capgemini,15.201,13.213,1.2464,17.632,578,Information Technology,Computer Services,Europe,France,France,,Paul Hermelin,http://www.forbes.com/companies/capgemini/,0.070689655,0.09433134
ASML Holding,41.325,6.972,1.7959,15.767,579,Information Technology,Semiconductors,Europe,Netherlands,Netherlands,,Peter Wennink,http://www.forbes.com/companies/asml-holding/,0.113902454,0.257587493
Woori Bank,6.24,13.286,0.9235,248.91,580,Financials,Regional Banks,Asia,South Korea,South Korea,,Kwang-Goo Lee,http://www.forbes.com/companies/woori-bank/,0.003710176,0.069509258
Public Bank,18.958,4.521,1.2644,95.36,581,Financials,Regional Banks,Asia,Malaysia,Malaysia,,Ah Tay,http://www.forbes.com/companies/public-bank/,0.013259228,0.279672639
Mylan,23.695,9.46,0.8476,22.268,582,Health Care,Pharmaceuticals,North America,United States,Pennsylvania,Pennsylvania,Heather Bresch,http://www.forbes.com/companies/mylan/,0.038063589,0.089598309
Micron Technology,11.055,13.737,1.071,24.819,583,Information Technology,Semiconductors,North America,United States,Idaho,Idaho,D Durcan,http://www.forbes.com/companies/micron-technology/,0.043152424,0.077964621
Repsol,18.362,44.065,-1.3762,68.521,584,Energy,Oil & Gas Operations,Europe,Spain,Spain,,Josu Jon San Miguel,http://www.forbes.com/companies/repsol/,-0.020084354,-0.031231136
Daiwa Securities,11.25,5.647,1.1073,191.419,585,Financials,Investment Services,Asia,Japan,Japan,,Takashi Hibino,http://www.forbes.com/companies/daiwa-securities/,0.005784692,0.196086418
Ferrovial,15.613,10.758,0.7984,27.575,586,Industrials,Other Transportation,Europe,Spain,Spain,,?ñigo Amusco,http://www.forbes.com/companies/ferrovial/,0.028953762,0.074214538
Resona Holdings,9.056,6.081,1.242,389.021,587,Financials,Regional Banks,Asia,Japan,Japan,,Kazuhiro Higashi,http://www.forbes.com/companies/resona-holdings/,0.00319263,0.204242723
Regions Financial,11.908,5.695,1.101,125.539,588,Financials,Major Banks,North America,United States,Alabama,Alabama,O. Grayson Hall,http://www.forbes.com/companies/regions-financial/,0.008770183,0.19332748
Otsuka Holding,22.184,11.938,0.6943,21.614,589,Health Care,Pharmaceuticals,Asia,Japan,Japan,,Tatsuo Higuchi,http://www.forbes.com/companies/otsuka-holding/,0.032122698,0.058158821
Infosys,41.698,9.537,2.0605,11.384,590,Information Technology,Computer Services,Asia,India,India,,Vishal Sikka,http://www.forbes.com/companies/infosys/,0.180999649,0.216053266
Liberty Global,31.44,18.28,-1.1525,67.867,591,Consumer Discretionary,Broadcasting & Cable,Europe,United Kingdom,United Kingdom,,Mike Fries,http://www.forbes.com/companies/liberty-global/,-0.016981744,-0.063047046
IntercontinentalExchange,28.705,3.338,1.274,77.987,592,Financials,Investment Services,North America,United States,Georgia,Georgia,Jeffrey Sprecher,http://www.forbes.com/companies/intercontinentalexchange/,0.016336056,0.381665668
Murata Manufacturing,28.962,10.039,1.7564,12.556,593,Information Technology,Electronics,Asia,Japan,Japan,,Tsuneo Murata,http://www.forbes.com/companies/murata-manufacturing/,0.139885314,0.174957665
Kinder Morgan,40.436,13.769,0.213,84.229,594,Energy,Oil Services & Equipment,North America,United States,Texas,Texas,Steven Kean,http://www.forbes.com/companies/kinder-morgan/,0.00252882,0.015469533
Sodexo,15.896,22.548,0.7883,15.348,594,Consumer Discretionary,Business & Personal Services,Europe,France,France,,Michel Landel,http://www.forbes.com/companies/sodexo/,0.051361741,0.034960972
Mitsubishi Estate,28.447,9.038,0.4557,42.134,596,Financials,Real Estate,Asia,Japan,Japan,,Keiji Kimura,http://www.forbes.com/companies/mitsubishi-estate/,0.010815493,0.050420447
Hana Financial Group,6.732,11.725,0.7799,278.805,597,Financials,Regional Banks,Asia,South Korea,South Korea,,Jung-Tai Kim,http://www.forbes.com/companies/hana-financial/,0.002797296,0.066515991
Huatai Securities,19.196,4.228,1.7077,69.702,598,Financials,Investment Services,Asia,China,China,,Wan Wu,http://www.forbes.com/companies/huatai-securities/,0.024500014,0.403902554
Telenor,24.633,15.573,0.4699,23.15,598,Telecommunication Services,Telecommunications services,Europe,Norway,Norway,,Sigve Brekke,http://www.forbes.com/companies/telenor/,0.020298056,0.030174019
CME Group,31.899,3.33,1.247,67.463,600,Financials,Investment Services,North America,United States,Illinois,Illinois,Phupinder Gill,http://www.forbes.com/companies/cme-group/,0.018484206,0.374474474
Franklin Resources,24.103,7.683,1.9051,16.156,601,Financials,Investment Services,North America,United States,California,California,Gregory Johnson,http://www.forbes.com/companies/franklin-resources/,0.117919039,0.247963035
T&D Holdings,6.746,16.268,0.6657,123.14,602,Financials,Life & Health Insurance,Asia,Japan,Japan,,Kenji Nakagome,http://www.forbes.com/companies/td-holdings/,0.005406042,0.040920826
Unibail-Rodamco,26.394,2.314,2.5882,41.399,603,Financials,Real Estate,Europe,France,France,,Christophe Cuvillier,http://www.forbes.com/companies/unibail-rodamco/,0.062518418,1.118496111
Eversource Energy,17.573,7.955,0.8785,30.58,604,Utilities,Electric Utilities,North America,United States,Connecticut,Connecticut,James Judge,http://www.forbes.com/companies/eversource-energy/,0.028727927,0.11043369
Fairfax Financial,13.761,11.072,0.5863,41.529,605,Financials,Property & Casualty Insurance,North America,Canada,Canada,,Vivian Watsa,http://www.forbes.com/companies/fairfax-financial/,0.014117845,0.052953396
Northern Trust,16.569,4.85,0.9691,117.799,606,Financials,Regional Banks,North America,United States,Illinois,Illinois,Frederick Waddell,http://www.forbes.com/companies/northern-trust/,0.008226725,0.199814433
China Eastern Airlines,10.929,14.905,0.73,30.139,607,Industrials,Airline,Asia,China,China,,Xu Ma,http://www.forbes.com/companies/china-eastern-airlines/,0.024221109,0.048976853
Daiichi Sankyo,16.933,8.369,2.9322,16.203,607,Health Care,Pharmaceuticals,Asia,Japan,Japan,,Joji Nakayama,http://www.forbes.com/companies/daiichi-sankyo/,0.180966488,0.35036444
Tokyo Gas,11.043,16.952,1.1311,18.318,607,Utilities,Natural Gas Utilities,Asia,Japan,Japan,,Tsuyoshi Okamoto,http://www.forbes.com/companies/tokyo-gas/,0.061748007,0.06672369
Atlantia,22.21,5.806,0.9459,37.718,610,Industrials,Other Transportation,Europe,Italy,Italy,,Giovanni Castellucci,http://www.forbes.com/companies/atlantia/,0.025078212,0.162917671
Legend Holding,5.934,49.268,0.747,47.161,611,Information Technology,Computer Hardware,Asia,China,China,,Li Zhu,http://www.forbes.com/companies/legend-holding/,0.015839359,0.015161971
Grupo Mexico,18.525,8.152,1.1795,22.248,612,Materials,Diversified Metals & Mining,North America,Mexico,Mexico,,Germán Mota-Velasco,http://www.forbes.com/companies/grupo-mexico/,0.053016001,0.14468842
Sumitomo Electric,9.83,24.486,0.7297,24.251,613,Consumer Discretionary,Auto & Truck Parts,Asia,Japan,Japan,,Masayoshi Matsumoto,http://www.forbes.com/companies/sumitomo-electric/,0.030089481,0.029800702
DTE Energy,15.39,10.354,0.727,28.737,614,Utilities,Electric Utilities,North America,United States,Michigan,Michigan,Gerard Anderson,http://www.forbes.com/companies/dte-energy/,0.025298396,0.07021441
Falabella,18.413,12.816,0.7939,17.791,614,Consumer Discretionary,Department Stores,South America,Chile,Chile,,Sandro Donaggio,http://www.forbes.com/companies/falabella/,0.044623686,0.061946005
TELUS,18.476,9.716,1.0802,19.009,616,Telecommunication Services,Telecommunications services,North America,Canada,Canada,,Darren Entwistle,http://www.forbes.com/companies/telus/,0.056825714,0.111177439
Delphi Automotive,20.915,15.165,1.165,11.973,617,Consumer Discretionary,Auto & Truck Parts,Europe,United Kingdom,United Kingdom,,Kevin Clark,http://www.forbes.com/companies/delphi-automotive/,0.097302263,0.076821629
Toray Industries,14.2,17.379,0.6993,20.094,617,Materials,Diversified Chemicals,Asia,Japan,Japan,,Akihiro Nikkaku,http://www.forbes.com/companies/toray-industries/,0.034801433,0.040238219
Sabanci Holding,7.33,11.354,0.7872,91.156,619,Industrials,Conglomerates,Europe,Turkey,Turkey,,Zafer Kurtul,http://www.forbes.com/companies/sabanci-holding/,0.008635745,0.069332394
Bank Central Asia,24.52,4.411,1.3449,43.117,620,Financials,Regional Banks,Asia,Indonesia,Indonesia,,Jahja Setiaatmadja,http://www.forbes.com/companies/bank-central-asia/,0.031191873,0.304896849
Unum,8.064,10.785,0.8671,61.909,621,Financials,Life & Health Insurance,North America,United States,Tennessee,Tennessee,Rick McKenney,http://www.forbes.com/companies/unum/,0.014006041,0.080398702
Siam Cement,16.507,12.827,1.3247,14.172,622,Materials,Specialized Chemicals,Asia,Thailand,Thailand,,Roongrote Rangsiyopash,http://www.forbes.com/companies/siam-cement/,0.093473045,0.103274343
Halliburton,35.062,23.633,-0.671,36.942,623,Energy,Oil Services & Equipment,North America,United States,Texas,Texas,David Lesar,http://www.forbes.com/companies/halliburton/,-0.018163608,-0.028392502
Henderson Land,21.124,3.115,2.7508,43.389,624,Financials,Real Estate,Asia,Hong Kong,Hong Kong,,Shau Lee,http://www.forbes.com/companies/henderson-land/,0.063398557,0.883081862
Daqin Railway,15.02,8.61,2.2832,17.003,625,Industrials,Railroads,Asia,China,China,,Bo Guan,http://www.forbes.com/companies/daqin-railway/,0.134282185,0.265180023
Aeon,12.979,59.968,0.0498,72.876,626,Consumer Staples,Food Retail,Asia,Japan,Japan,,Motoya Okada,http://www.forbes.com/companies/aeon/,0.000683353,0.000830443
VTB Bank,13.974,22.408,0.0212,186.786,626,Financials,Regional Banks,Asia,Russia,Russia,,Andrey Kostin,http://www.forbes.com/companies/vtb-bank/,0.000113499,0.000946091
Telecom Italia,18.44,21.866,-0.0798,77.379,628,Telecommunication Services,Telecommunications services,Europe,Italy,Italy,,Flavio Cattaneo,http://www.forbes.com/companies/telecom-italia/,-0.001031288,-0.003649502
Guotai Junan Securities,22.207,3.699,1.0968,96.131,629,Financials,Major Banks,Asia,China,China,,De Yang,http://www.forbes.com/companies/guotai-junan-securities/,0.011409431,0.296512571
J Sainsbury,8.112,36.333,0.6795,25.702,630,Consumer Staples,Food Retail,Europe,United Kingdom,United Kingdom,,Michael Coupe,http://www.forbes.com/companies/j-sainsbury/,0.026437631,0.018702006
Shire,36.566,6.417,1.3028,16.61,631,Health Care,Pharmaceuticals,Europe,Ireland,Ireland,,"Flemming Ornskov,",http://www.forbes.com/companies/shire/,0.078434678,0.20302322
Citizens Financial Group,12.468,5.274,0.84,139.144,632,Financials,Regional Banks,North America,United States,,,Bruce van Saun,http://www.forbes.com/companies/citizens-financial-group/,0.006036911,0.1592719
Kellogg,26.516,13.529,0.614,15.265,633,Consumer Staples,Food Processing,North America,United States,Michigan,Michigan,John Bryant,http://www.forbes.com/companies/kellogg/,0.040222732,0.04538399
Applied Materials,23.858,9.557,1.315,13.326,634,Information Technology,Semiconductors,North America,United States,California,California,Gary Dickerson,http://www.forbes.com/companies/applied-materials/,0.098679274,0.13759548
Sumitomo Realty,15.222,6.989,0.7796,38.049,635,Financials,Real Estate,Asia,Japan,Japan,,Junji Takashima,http://www.forbes.com/companies/sumitomo-realty/,0.020489369,0.111546716
Fujitsu,7.795,39.624,0.6413,26.747,636,Information Technology,Computer Hardware,Asia,Japan,Japan,,Masami Yamamoto,http://www.forbes.com/companies/fujitsu/,0.023976521,0.016184636
Best Buy,10.742,39.528,0.897,13.519,637,Information Technology,Computer & Electronics Retail,North America,United States,Minnesota,Minnesota,Hubert Joly,http://www.forbes.com/companies/best-buy/,0.066351061,0.022692775
China Merchants Shekou Industrial Zone Holdings,17.535,7.006,0.772,32.509,638,Financials,Real Estate,Asia,China,China,,Yong XU,http://www.forbes.com/companies/china-merchants-shekou-industrial-zone-holdings/,0.02374727,0.110191265
Norilsk Nickel,23.186,8.463,1.6624,13.371,639,Materials,Diversified Metals & Mining,Asia,Russia,Russia,,Vladimir Potanin,http://www.forbes.com/companies/norilsk-nickel/,0.124328771,0.196431525
Bankia,11.574,4.452,1.1544,224.831,640,Financials,Regional Banks,Europe,Spain,Spain,,José ?lvarez,http://www.forbes.com/companies/bankia/,0.005134523,0.259299191
Shenwan Hongyuan Group,19.014,1.773,1.6992,55.011,641,Financials,Major Banks,Asia,China,China,,,http://www.forbes.com/companies/shenwan-hongyuan-group/,0.030888368,0.958375635
George Weston,11.186,36.654,0.4119,27.213,642,Consumer Staples,Food Retail,North America,Canada,Canada,,Willard Galen,http://www.forbes.com/companies/george-weston/,0.015136148,0.011237518
