Company,Market Value,Revenue,Profits,Assets,Rank,Sector,Industry,Continent,Country,Headquarters,State,CEO,Forbes Webpage,Profits as % of Assets,Profits as % of Revenue
Johnson Controls,33.187,42.92,1.253,31.707,312,Consumer Discretionary,Auto & Truck Parts,North America,United States,Wisconsin,Wisconsin,Alex Molinaroli,http://www.forbes.com/companies/johnson-controls/,0.039518087,0.029193849
Svenska Handelsbanken,29.093,9.221,2.2115,359.809,313,Financials,Regional Banks,Europe,Sweden,Sweden,,Frank Vang-Jensen,http://www.forbes.com/companies/svenska-handelsbanken/,0.006146317,0.23983299
Henkel,49.185,21.791,2.1595,25.364,314,Consumer Staples,Household/Personal Care,Europe,Germany,Germany,,Kasper Rorsted,http://www.forbes.com/companies/henkel/,0.085140356,0.099100546
WPP,30.137,18.983,1.7737,41.716,315,Consumer Discretionary,Advertising,Europe,United Kingdom,United Kingdom,,Martin Sorrell,http://www.forbes.com/companies/wpp/,0.042518458,0.093436232
Raytheon,33.544,22.826,2.252,27.9,316,Industrials,Aerospace & Defense,North America,United States,Massachusetts,Massachusetts,Thomas Kennedy,http://www.forbes.com/companies/raytheon/,0.080716846,0.098659423
Inditex,103.444,23.702,3.2708,17.352,317,Consumer Discretionary,Apparel/Footwear Retail,Europe,Spain,Spain,,Pablo ?lvarez De Tejera,http://www.forbes.com/companies/inditex/,0.188497003,0.137996794
Eaton,32.231,22.552,1.793,33.529,318,Industrials,Other Industrial Equipment,Europe,Ireland,Ireland,,Alexander Cutler,http://www.forbes.com/companies/eaton/,0.053476095,0.079505144
Fubon Financial,18.972,13.636,1.9447,170.817,319,Financials,Investment Services,Asia,Taiwan,Taiwan,,Wan Hsu,http://www.forbes.com/companies/fubon-financial/,0.011384698,0.142615136
Power Corp of Canada,12.372,38.611,1.2015,321.718,319,Financials,Life & Health Insurance,North America,Canada,Canada,,André Desmarais,http://www.forbes.com/companies/power-corp-of-canada/,0.003734637,0.031118075
Swedbank,27.573,9.162,2.3956,270.98,319,Financials,Regional Banks,Europe,Sweden,Sweden,,Michael Wolf,http://www.forbes.com/companies/swedbank/,0.008840505,0.261471294
Accenture,63.455,32.782,3.041,16.992,322,Information Technology,Computer Services,Europe,Ireland,Ireland,,Pierre Nanterme,http://www.forbes.com/companies/accenture/,0.178966573,0.092764322
BB&T,28.257,9.73,2.151,188.404,323,Financials,Major Banks,North America,United States,North Carolina,North Carolina,Kelly King,http://www.forbes.com/companies/bbt/,0.011416955,0.221068859
Cathay Financial,20.161,13.747,1.5595,218.836,324,Financials,Life & Health Insurance,Asia,Taiwan,Taiwan,,Chang-Ken Lee,http://www.forbes.com/companies/cathay-financial/,0.007126341,0.113442933
SingTel,52.136,13.427,2.9527,31.131,325,Telecommunication Services,Telecommunications services,Asia,Singapore,Singapore,,Sock Chua,http://www.forbes.com/companies/singtel/,0.09484758,0.219907649
PG&E,25.945,17.09,1.45,61.877,326,Utilities,Electric Utilities,North America,United States,California,California,Anthony Earley,http://www.forbes.com/companies/pge/,0.023433586,0.084844939
Cardinal Health,29.689,93.928,1.104,27.248,327,Health Care,Pharmaceuticals,North America,United States,Ohio,Ohio,George Barrett,http://www.forbes.com/companies/cardinal-health/,0.040516735,0.011753684
Old Mutual,16.74,25.485,0.9583,218.61,328,Financials,Investment Services,Europe,United Kingdom,United Kingdom,,Julian Frow,http://www.forbes.com/companies/old-mutual/,0.004383606,0.037602511
Standard Bank Group,23.126,12.223,1.6834,164.481,329,Financials,Regional Banks,Africa,South Africa,South Africa,,Ben Kruger,http://www.forbes.com/companies/standard-bank-group/,0.010234617,0.137723963
CaixaBank,28.182,15.331,0.8224,409.751,330,Financials,Regional Banks,Europe,Spain,Spain,,Gonzalo Rotaeche,http://www.forbes.com/companies/caixabank/,0.002007073,0.053642946
Devon Energy,26.068,17.555,1.589,50.637,331,Energy,Oil & Gas Operations,North America,United States,Oklahoma,Oklahoma,John Richels,http://www.forbes.com/companies/devon-energy/,0.031380216,0.090515523
Poly Real Estate,19.587,17.568,1.98,60.159,332,Financials,Real Estate,Asia,China,China,,Zhu Mingxin,http://www.forbes.com/companies/poly-real-estate/,0.032912781,0.112704918
Emerson Electric,39.05,24.511,2.21,23.724,333,Industrials,Electrical Equipment,North America,United States,Missouri,Missouri,David Farr,http://www.forbes.com/companies/emerson-electric/,0.093154611,0.0901636
Mitsubishi Heavy Industries,18.781,35.618,1.4492,44.026,334,Industrials,Heavy Equipment,Asia,Japan,Japan,,Shunichi Miyanaga,http://www.forbes.com/companies/mitsubishi-heavy-industries/,0.032916913,0.040687293
Ameriprise Financial,23.597,12.146,1.619,148.81,335,Financials,Investment Services,North America,United States,Minnesota,Minnesota,James Cracchiolo,http://www.forbes.com/companies/ameriprise-financial/,0.010879645,0.133294912
Northrop Grumman,31.973,23.979,2.069,26.572,336,Industrials,Aerospace & Defense,North America,United States,Virginia,Virginia,Wesley Bush,http://www.forbes.com/companies/northrop-grumman/,0.077863917,0.086283832
Investor AB,30.805,10.481,7.4011,41.323,337,Financials,Investment Services,Europe,Sweden,Sweden,,Börje Ekholm,http://www.forbes.com/companies/investor-ab/,0.179103647,0.706144452
Delta Air Lines,34.422,40.315,0.659,54.121,338,Industrials,Airline,North America,United States,Georgia,Georgia,Richard Anderson,http://www.forbes.com/companies/delta-air-lines/,0.01217642,0.016346273
Woolworths,28.01,55.481,2.1725,20.688,339,Consumer Staples,Food Retail,Australia,Australia,Australia,,Grant O'Brien,http://www.forbes.com/companies/woolworths/,0.105012568,0.039157549
Dominion Resources,42.781,12.946,1.31,54.327,340,Utilities,Electric Utilities,North America,United States,Virginia,Virginia,Thomas Farrell,http://www.forbes.com/companies/dominion-resources/,0.02411324,0.101189557
National Oilwell Varco,21.604,22.302,2.502,33.562,341,Energy,Oil Services & Equipment,North America,United States,Texas,Texas,Clay Williams,http://www.forbes.com/companies/national-oilwell-varco/,0.074548597,0.112187248
Baker Hughes,28.533,24.551,1.719,29.574,342,Energy,Oil Services & Equipment,North America,United States,Texas,Texas,Martin Craighead,http://www.forbes.com/companies/baker-hughes/,0.05812538,0.070017515
Chubb,23.43,14.063,2.1,53.865,343,Financials,Property & Casualty Insurance,North America,United States,New Jersey,New Jersey,John Finnegan,http://www.forbes.com/companies/chubb/,0.038986355,0.149328024
Merck,50.667,15.255,1.5351,32.1,344,Health Care,Pharmaceuticals,Europe,Germany,Germany,,Karl-Ludwig Kley,http://www.forbes.com/companies/merck/,0.04782243,0.100629302
United Continental Holdings,23.1,38.901,1.13,37.353,345,Industrials,Airline,North America,United States,Illinois,Illinois,Jeffery Smisek,http://www.forbes.com/companies/united-continental-holdings/,0.030251921,0.029048096
Baxter International,37.303,16.882,2.497,25.917,346,Health Care,Medical Equipment & Supplies,North America,United States,Illinois,Illinois,Robert Parkinson Jr,http://www.forbes.com/companies/baxter-international/,0.096346028,0.147909016
Nokia,28.59,16.888,4.1664,25.487,347,Information Technology,Communications Equipment,Europe,Finland,Finland,,Rajeev Suri,http://www.forbes.com/companies/nokia/,0.163471574,0.246707721
United Overseas Bank,27.526,7.744,2.5549,231.576,348,Financials,Regional Banks,Asia,Singapore,Singapore,,Ee Wee,http://www.forbes.com/companies/united-overseas-bank/,0.011032663,0.329919938
Indian Oil,14.608,74.254,1.1724,44.653,349,Energy,Oil & Gas Operations,Asia,India,India,,Ashok Balasubramanian,http://www.forbes.com/companies/indian-oil/,0.026255795,0.015789048
Holcim,24.894,20.876,1.4059,39.938,350,Materials,Construction Materials,Europe,Switzerland,Switzerland,,Bernard Fontana,http://www.forbes.com/companies/holcim/,0.035202063,0.067345277
Carnival,37.418,15.829,1.3,38.714,351,Consumer Discretionary,Hotels & Motels,North America,United States,Florida,Florida,Arnold Donald,http://www.forbes.com/companies/carnival/,0.033579584,0.08212774
Fannie Mae,2.976,122.346,14.208,3248.176,351,Financials,Investment Services,North America,United States,District of Columbia,District of Columbia,Timothy J,http://www.forbes.com/companies/fannie-mae/,0.004374147,0.116129665
Huaneng Power International,19.035,20.205,1.7118,44.109,353,Utilities,Electric Utilities,Asia,China,China,,Liu Guoyue,http://www.forbes.com/companies/huaneng-power-international/,0.038808406,0.084721604
SK Hynix,29.994,16.269,3.9856,24.458,354,Information Technology,Semiconductors,Asia,South Korea,South Korea,,Seong-Wook Park,http://www.forbes.com/companies/sk-hynix/,0.162956906,0.244981253
Micron Technology,29.551,16.948,3.893,23.818,355,Information Technology,Semiconductors,North America,United States,Idaho,Idaho,D Durcan,http://www.forbes.com/companies/micron-technology/,0.163447813,0.22970262
Takeda Pharmaceutical,39.345,16.888,1.0648,38.812,356,Health Care,Pharmaceuticals,Asia,Japan,Japan,,Christophe Weber,http://www.forbes.com/companies/takeda-pharmaceutical/,0.027434814,0.063050687
Toshiba,17.335,63.172,0.7942,58.184,356,Information Technology,Electronics,Asia,Japan,Japan,,Hisao Tanaka,http://www.forbes.com/companies/toshiba/,0.013649801,0.012572026
Discover Financial Services,25.787,9.514,2.307,83.427,358,Financials,Consumer Financial Services,North America,United States,Illinois,Illinois,David Nelms,http://www.forbes.com/companies/discover-financial-services/,0.027652918,0.242484759
Standard Life,14.125,27.327,0.8282,326.029,359,Financials,Life & Health Insurance,Europe,United Kingdom,United Kingdom,,David Nish,http://www.forbes.com/companies/standard-life/,0.002540265,0.030307022
Monsanto,55.747,14.928,2.37,22.402,360,Materials,Specialized Chemicals,North America,United States,Missouri,Missouri,Hugh Grant,http://www.forbes.com/companies/monsanto/,0.105794126,0.158762058
Lincoln National,14.622,13.785,1.513,255.23,361,Financials,Life & Health Insurance,North America,United States,Pennsylvania,Pennsylvania,Dennis Glass,http://www.forbes.com/companies/lincoln-national/,0.005927987,0.109756982
Teliasonera,27.817,14.72,2.1122,34.754,362,Telecommunication Services,Telecommunications services,Europe,Sweden,Sweden,,Johan Dennelind,http://www.forbes.com/companies/teliasonera/,0.060775738,0.143491848
Las Vegas Sands,45.395,14.584,2.8406,22.362,363,Consumer Discretionary,Casinos & Gaming,North America,United States,Nevada,Nevada,Sheldon Adelson,http://www.forbes.com/companies/las-vegas-sands/,0.127027994,0.194775096
Occidental Petroleum,58.956,19.395,0.616,56.259,364,Energy,Oil & Gas Operations,North America,United States,Texas,Texas,Stephen Chazen,http://www.forbes.com/companies/occidental-petroleum/,0.010949359,0.031760763
Canadian National Railway,53.492,10.986,2.8675,27.781,365,Industrials,Railroads,North America,Canada,Canada,,Claude Mongeau,http://www.forbes.com/companies/canadian-national-railway/,0.103218027,0.261014018
Sasol,21.913,18.829,3.3569,25.992,366,Materials,Diversified Chemicals,Africa,South Africa,South Africa,,David Constable,http://www.forbes.com/companies/sasol/,0.129151277,0.178283499
KB Financial Group,13.659,15.567,1.3307,280.54,367,Financials,Regional Banks,Asia,South Korea,South Korea,,Jong-Kyoo Yoon,http://www.forbes.com/companies/kb-financial-group/,0.004743352,0.08548211
BNP Paribas,78.408,124.517,0.2083,2514.192,368,Financials,Major Banks,Europe,France,France,,Jean-Laurent Bonnafé,http://www.forbes.com/companies/bnp-paribas/,8.28497E-05,0.001672864
Wilmar International,15.236,43.079,1.1582,43.558,369,Consumer Staples,Food Processing,Asia,Singapore,Singapore,,Khoon Kuok,http://www.forbes.com/companies/wilmar-international/,0.026589834,0.026885489
Automatic Data,40.982,11.629,1.4266,43.503,370,Consumer Discretionary,Business & Personal Services,North America,United States,New Jersey,New Jersey,Carlos Rodriguez,http://www.forbes.com/companies/automatic-data/,0.032793141,0.122676068
Maybank,24.46,8.112,2.0527,183.126,371,Financials,Regional Banks,Asia,Malaysia,Malaysia,,Abdul Bin Alias,http://www.forbes.com/companies/maybank/,0.011209222,0.253044872
Hartford Financial Services,17.819,18.482,0.798,247.806,372,Financials,Diversified Insurance,North America,United States,Connecticut,Connecticut,Christopher Swift,http://www.forbes.com/companies/hartford-financial-services/,0.003220261,0.043177145
Danske Bank,27.669,14.863,0.6379,561.124,373,Financials,Regional Banks,Europe,Denmark,Denmark,,Thomas Borgen,http://www.forbes.com/companies/danske-bank/,0.001136825,0.042918657
Richemont,47.322,14.588,2.4306,22.07,374,Consumer Discretionary,Specialty Stores,Europe,Switzerland,Switzerland,,Bernard Fornas,http://www.forbes.com/companies/richemont/,0.1101314,0.166616397
Humana,26.673,48.5,1.147,24.099,375,Health Care,Managed Health Care,North America,United States,Kentucky,Kentucky,Bruce Broussard,http://www.forbes.com/companies/humana/,0.047595336,0.023649485
HDFC Bank,41.612,8.413,1.4468,84.337,376,Financials,Regional Banks,Asia,India,India,,Aditya Puri,http://www.forbes.com/companies/hdfc-bank/,0.017154985,0.171971948
Freddie Mac,1.58,70.903,7.69,1945.539,377,Financials,Investment Services,North America,United States,Virginia,Virginia,Donald Layton,http://www.forbes.com/companies/freddie-mac/,0.003952632,0.108458034
BAE Systems,24.779,25.406,1.2185,30.854,378,Industrials,Aerospace & Defense,Europe,United Kingdom,United Kingdom,,Ian King,http://www.forbes.com/companies/bae-systems/,0.039492448,0.047961112
Femsa,33.776,20.87,1.32,25.521,379,Consumer Staples,Beverages,North America,Mexico,Mexico,,Carlos Lomelín,http://www.forbes.com/companies/femsa/,0.051722111,0.063248682
Heineken Holding,20.865,25.543,1.0097,42.868,380,Consumer Staples,Beverages,Europe,Netherlands,Netherlands,,Jean-François Van Boxmeer,http://www.forbes.com/companies/heineken-holding/,0.0235537,0.039529421
Qatar National Bank,36.712,6.05,2.8712,133.565,381,Financials,Regional Banks,Asia,Qatar,Qatar,,Ali Al-Kuwari,http://www.forbes.com/companies/qatar-national-bank/,0.02149665,0.474578512
Edison International,20.93,13.413,1.723,50.186,382,Utilities,Electric Utilities,North America,United States,California,California,Theodore Craver Jr,http://www.forbes.com/companies/edison-international/,0.034332284,0.128457467
Etisalat,26.636,13.277,2.4209,33.111,383,Telecommunication Services,Telecommunications services,Asia,United Arab Emirates,United Arab Emirates,,Ahmad Mohammad Julfar,http://www.forbes.com/companies/etisalat/,0.073114675,0.182337878
CSX,32.96,12.669,1.927,33.053,384,Industrials,Railroads,North America,United States,Florida,Florida,Michael Ward,http://www.forbes.com/companies/csx/,0.058300306,0.15210356
Gree Electric Appliances,21.558,21.185,2.1342,25.98,385,Consumer Discretionary,Household Appliances,Asia,China,China,,Dong Zhu,http://www.forbes.com/companies/gree-electric-appliances/,0.082147806,0.10074109
Telenor,30.898,17.462,1.6408,26.042,386,Telecommunication Services,Telecommunications services,Europe,Norway,Norway,,Jon Baksaas,http://www.forbes.com/companies/telenor/,0.063005914,0.093964036
Marubeni,10.063,74.077,1.2076,66.68,387,Industrials,Trading Companies,Asia,Japan,Japan,,Fumiya Kokubu,http://www.forbes.com/companies/marubeni/,0.018110378,0.016301956
Posco,18.984,61.842,0.5634,77.562,388,Materials,Iron & Steel,Asia,South Korea,South Korea,,In-Hwan Jang,http://www.forbes.com/companies/posco/,0.007263866,0.009110313
EXOR,11.41,158.272,0.6374,189.375,389,Financials,Investment Services,Europe,Italy,Italy,,John Elkann,http://www.forbes.com/companies/exor/,0.003365809,0.004027244
Macquarie Group,20.036,10.956,1.2332,142.049,389,Financials,Investment Services,Australia,Australia,Australia,,Nicholas Moore,http://www.forbes.com/companies/macquarie-group/,0.008681511,0.112559328
EDP-Energias de Portugal,14.126,21.613,1.4617,51.878,391,Utilities,Electric Utilities,Europe,Portugal,Portugal,,António Nunes Mexia,http://www.forbes.com/companies/edp-energias-de-portugal/,0.02817572,0.067630593
CBS,30.372,14.092,2.959,24.072,392,Consumer Discretionary,Broadcasting & Cable,North America,United States,New York,New York,Leslie Moonves,http://www.forbes.com/companies/cbs/,0.122922898,0.209977292
Hess,20.847,13.519,2.317,38.578,393,Energy,Oil & Gas Operations,North America,United States,New York,New York,John Hess,http://www.forbes.com/companies/hess/,0.060060138,0.171388416
Thomson Reuters,33.247,12.609,1.9346,30.597,394,Consumer Discretionary,Printing & Publishing,North America,United States,New York,New York,James Smith,http://www.forbes.com/companies/thomson-reuters/,0.063228421,0.15343009
MTN Group,34.536,13.545,2.9572,21.928,395,Telecommunication Services,Telecommunications services,Africa,South Africa,South Africa,,R Dabengwa,http://www.forbes.com/companies/mtn-group/,0.13485954,0.218324105
SunTrust Banks,21.559,8.126,1.763,190.328,396,Financials,Regional Banks,North America,United States,Georgia,Georgia,William Rogers,http://www.forbes.com/companies/suntrust-banks/,0.009262957,0.216957913
FirstRand,26.872,8.349,1.8623,84.585,397,Financials,Major Banks,Africa,South Africa,South Africa,,Sizwe Nxasana,http://www.forbes.com/companies/firstrand/,0.022016906,0.223056653
Norfolk Southern,31.989,11.624,1.997,33.647,397,Industrials,Railroads,North America,United States,Virginia,Virginia,Charles Moorman IV,http://www.forbes.com/companies/norfolk-southern/,0.059351502,0.171799725
Husky Energy,21.352,21.88,1.139,34.457,399,Energy,Oil & Gas Operations,North America,Canada,Canada,,Asim Ghosh,http://www.forbes.com/companies/husky-energy/,0.033055693,0.052056673
PPL,22.941,11.499,1.732,48.864,399,Utilities,Electric Utilities,North America,United States,Pennsylvania,Pennsylvania,William Spence,http://www.forbes.com/companies/ppl/,0.035445318,0.150621793
Bouygues,13.7,43.956,1.0704,42.192,401,Industrials,Construction Services,Europe,France,France,,Martin Bouygues,http://www.forbes.com/companies/bouygues/,0.025369738,0.024351624
Baoshan Iron & Steel,19.188,30.4,0.9401,36.954,402,Materials,Iron & Steel,Asia,China,China,,Zhihao Dai,http://www.forbes.com/companies/baoshan-iron-steel/,0.025439736,0.030924342
Mapfre,11.687,27.862,1.121,77.279,402,Financials,Diversified Insurance,Europe,Spain,Spain,,Antonio Mejías,http://www.forbes.com/companies/mapfre/,0.014505881,0.04023401
Barclays,63.742,53.014,-0.2866,2117.315,404,Financials,Major Banks,Europe,United Kingdom,United Kingdom,,Antony Jenkins,http://www.forbes.com/companies/barclays/,-0.00013536,-0.005406119
Saudi Telecom,32.79,12.292,2.9349,24.216,405,Telecommunication Services,Telecommunications services,Asia,Saudi Arabia,Saudi Arabia,,Khaled Bin Saleh Al-Biyari,http://www.forbes.com/companies/saudi-telecom/,0.121196729,0.23876505
TransCanada,30.736,9.263,1.666,50.893,406,Energy,Oil Services & Equipment,North America,Canada,Canada,,Russell Girling,http://www.forbes.com/companies/transcanada/,0.032735347,0.179855338
General Mills,33.822,17.615,1.4391,23.383,407,Consumer Staples,Food Processing,North America,United States,Minnesota,Minnesota,Kendall Powell,http://www.forbes.com/companies/general-mills/,0.061544712,0.081697417
Tenaga Nasional,22.321,13.611,2.1793,33.343,408,Utilities,Electric Utilities,Asia,Malaysia,Malaysia,,Azman Bin Mohammed,http://www.forbes.com/companies/tenaga-nasional/,0.065360046,0.160113144
Williams Cos,37.619,7.637,2.114,50.563,409,Energy,Oil Services & Equipment,North America,United States,Oklahoma,Oklahoma,Alan Armstrong,http://www.forbes.com/companies/williams/,0.041809228,0.276810266
Kraft Foods,52.202,18.205,1.037,22.947,410,Consumer Staples,Food Processing,North America,United States,Illinois,Illinois,John Cahill,http://www.forbes.com/companies/kraft-foods/,0.045191093,0.056962373
JFE Holdings,13.604,36.307,1.2536,37.963,411,Materials,Iron & Steel,Asia,Japan,Japan,,Hajime Bada,http://www.forbes.com/companies/jfe-holdings/,0.033021626,0.034527777
Macy's,23.273,28.105,1.526,21.461,411,Consumer Discretionary,Department Stores,North America,United States,Ohio,Ohio,Terry Lundgren,http://www.forbes.com/companies/macys/,0.071105727,0.054296389
Vale,29.042,37.502,0.4053,116.4,413,Materials,Iron & Steel,South America,Brazil,Brazil,,Murilo De Oliveira Ferreira,http://www.forbes.com/companies/vale/,0.003481959,0.010807424
Novo Nordisk,146.952,15.802,4.7121,12.523,414,Health Care,Pharmaceuticals,Europe,Denmark,Denmark,,Lars Sørensen,http://www.forbes.com/companies/novo-nordisk/,0.376275653,0.298196431
Michelin Group,19.041,25.936,1.3596,27.133,415,Consumer Discretionary,Auto & Truck Parts,Europe,France,France,,Jean-Dominique Senard,http://www.forbes.com/companies/michelin-group/,0.050108724,0.052421345
Petrobras,44.359,143.657,-7.503,298.687,416,Energy,Oil & Gas Operations,South America,Brazil,Brazil,,Aldemir Bendine,http://www.forbes.com/companies/petrobras/,-0.025119942,-0.052228572
Magna International,22.174,36.649,1.8827,18.139,417,Consumer Discretionary,Auto & Truck Parts,North America,Canada,Canada,,Donald Walker,http://www.forbes.com/companies/magna-international/,0.103792932,0.051371115
Texas Instruments,59.488,13.045,2.778,17.722,418,Information Technology,Semiconductors,North America,United States,Texas,Texas,Richard Templeton,http://www.forbes.com/companies/texas-instruments/,0.156754317,0.212955155
International Airlines,18.237,26.734,1.3078,28.62,419,Industrials,Airline,Europe,United Kingdom,United Kingdom,,William Walsh,http://www.forbes.com/companies/international-airlines/,0.045695318,0.04891898
Toyota Industries,19.28,19.938,1.1042,36.92,420,Consumer Discretionary,Auto & Truck Parts,Asia,Japan,Japan,,Akira Ohnishi,http://www.forbes.com/companies/toyota-industries/,0.029907909,0.055381683
Sumitomo Mitsui Trust,16.328,8.794,1.4645,381.07,421,Financials,Regional Banks,Asia,Japan,Japan,,Kunitaro Kitamura,http://www.forbes.com/companies/sumitomo-mitsui-trust/,0.003843126,0.166534
Marathon Oil,18.837,11.604,3.046,36.011,422,Energy,Oil & Gas Operations,North America,United States,Texas,Texas,Lee Tillman,http://www.forbes.com/companies/marathon-oil/,0.084585266,0.262495691
Fuji Heavy Industries,26.738,26.078,2.0352,17.243,423,Consumer Discretionary,Auto & Truck Manufacturers,Asia,Japan,Japan,,Yasuyuki Yoshinaga,http://www.forbes.com/companies/fuji-heavy-industries/,0.118030505,0.078042795
Illinois Tool Works,36.496,14.484,2.957,17.678,424,Industrials,Other Industrial Equipment,North America,United States,Illinois,Illinois,Ernest Santi,http://www.forbes.com/companies/illinois-tool-works/,0.167270053,0.20415631
Viacom,27.851,13.93,2.344,23.416,424,Consumer Discretionary,Broadcasting & Cable,North America,United States,New York,New York,Philippe Dauman,http://www.forbes.com/companies/viacom/,0.100102494,0.168269921
British Sky Broadcasting,25.612,13.439,2.5406,24.605,426,Consumer Discretionary,Broadcasting & Cable,Europe,United Kingdom,United Kingdom,,Jeremy Darroch,http://www.forbes.com/companies/british-sky-broadcasting/,0.103255436,0.189046804
Allied Irish Banks,56.679,6.073,1.1686,130.371,427,Financials,Regional Banks,Europe,Ireland,Ireland,,David Duffy,http://www.forbes.com/companies/allied-irish-banks/,0.00896365,0.19242549
Sampo,29.398,8.867,2.0427,41.785,427,Financials,Diversified Insurance,Europe,Finland,Finland,,Kari Stadigh,http://www.forbes.com/companies/sampo/,0.048885964,0.230371039
Charles Schwab,39.351,6.114,1.321,154.642,429,Financials,Investment Services,North America,United States,California,California,Walt Bettinger,http://www.forbes.com/companies/charles-schwab/,0.008542311,0.216061498
Royal Bank of Scotland,60.155,35.628,-4.5649,1638.402,430,Financials,Major Banks,Europe,United Kingdom,United Kingdom,,Ross Mcewan,http://www.forbes.com/companies/royal-bank-of-scotland/,-0.00278619,-0.128126754
NTPC,20.176,12.944,1.8869,35.395,431,Utilities,Electric Utilities,Asia,India,India,,Arup Choudhury,http://www.forbes.com/companies/ntpc/,0.05330979,0.145774104
Citic Securities,59.422,5.655,1.8399,77.309,432,Financials,Investment Services,Asia,China,China,,Wang Dongming,http://www.forbes.com/companies/citic-securities/,0.023799299,0.32535809
Mitsui Fudosan,30.117,15.173,0.8087,40.266,433,Financials,Real Estate,Asia,Japan,Japan,,Hiromichi Masanobu,http://www.forbes.com/companies/mitsui-fudosan/,0.020083942,0.053298623
China Resources Land,18.996,11.54,1.8967,42.595,434,Financials,Real Estate,Asia,Hong Kong,Hong Kong,,Yong Tang,http://www.forbes.com/companies/china-resources-land/,0.044528701,0.164358752
Grupo ACS,11.433,46.268,0.9512,47.58,435,Industrials,Construction Services,Europe,Spain,Spain,,Florentino Rodríguez,http://www.forbes.com/companies/grupo-acs/,0.019991593,0.020558485
Midea Group Co. Ltd.,23.272,22.891,1.7044,19.389,436,Consumer Discretionary,Household Appliances,Asia,China,China,,Fang Hongbo,http://www.forbes.com/companies/gd-midea-holding/,0.087905513,0.07445721
Principal Financial Group,15.114,10.525,1.1244,219.087,437,Financials,Life & Health Insurance,North America,United States,Iowa,Iowa,Larry Zimpleman,http://www.forbes.com/companies/principal-financial-group/,0.005132208,0.106831354
CenturyLink,20.042,18.031,0.772,50.147,438,Telecommunication Services,Telecommunications services,North America,United States,Louisiana,Louisiana,Glen Post III,http://www.forbes.com/companies/centurylink/,0.015394739,0.042815152
Fujifilm Holdings,19.002,23.436,1.0616,29.527,439,Consumer Discretionary,Consumer Electronics,Asia,Japan,Japan,,Shigetaka Komori,http://www.forbes.com/companies/fujifilm-holdings/,0.035953534,0.045297832
Pernod Ricard,32.463,10.606,1.2946,36.335,439,Consumer Staples,Beverages,Europe,France,France,,Alexandre Ricard,http://www.forbes.com/companies/pernod-ricard/,0.035629558,0.122062983
Corning,28.383,9.712,2.472,30.063,441,Information Technology,Communications Equipment,North America,United States,New York,New York,Wendell Weeks,http://www.forbes.com/companies/corning/,0.082227323,0.254530478
Voya Financial,10.006,11.419,2.2997,230.466,442,Financials,Investment Services,North America,United States,New York,New York,Rodney Martin Jr,http://www.forbes.com/companies/voya-financial/,0.009978478,0.201392416
CSR,35.113,19.341,0.8617,24.269,443,Industrials,Heavy Equipment,Asia,China,China,,Liu Hualong,http://www.forbes.com/companies/csr/,0.035506201,0.044553022
Talanx,8.255,37.699,0.9882,173.803,444,Financials,Diversified Insurance,Europe,Germany,Germany,,Herbert Haas,http://www.forbes.com/companies/talanx/,0.005685748,0.026212897
Colgate-Palmolive,63.433,17.277,2.18,13.459,445,Consumer Staples,Household/Personal Care,North America,United States,New York,New York,Ian Cook,http://www.forbes.com/companies/colgate-palmolive/,0.161973401,0.126179314
Kimberly-Clark,39.244,20.891,1.526,15.526,446,Consumer Staples,Household/Personal Care,North America,United States,Texas,Texas,Thomas Falk,http://www.forbes.com/companies/kimberly-clark/,0.098286745,0.073045809
Lenovo Group,16.049,44.32,0.887,29.247,447,Information Technology,Computer Hardware,Asia,China,China,,Yuan Yang,http://www.forbes.com/companies/lenovo-group/,0.030327897,0.020013538
AMP,14.796,15.584,0.7968,110.359,448,Financials,Investment Services,Australia,Australia,Australia,,Craig Meller,http://www.forbes.com/companies/amp/,0.007220073,0.051129363
Garanti Bank,14.669,9.549,1.6645,104.036,449,Financials,Regional Banks,Europe,Turkey,Turkey,,Sait ?zen,http://www.forbes.com/companies/garanti-bank/,0.015999269,0.174311446
Syngenta,32.642,15.078,1.5878,20.315,450,Materials,Specialized Chemicals,Europe,Switzerland,Switzerland,,Michael Mack,http://www.forbes.com/companies/syngenta/,0.078158996,0.105305743
CNH Industrial,11.466,32.957,0.917,54.441,451,Industrials,Heavy Equipment,Europe,United Kingdom,United Kingdom,,Richard Tobin,http://www.forbes.com/companies/cnh-industrial/,0.016843923,0.027824134
Metallurgical Corp of China,15.805,34.083,0.6445,52.569,451,Industrials,Construction Services,Asia,China,China,,Zhang Zhaoxiang,http://www.forbes.com/companies/metallurgical-corp-of-china/,0.012260077,0.01890972
JBS,14.723,51.18,0.8649,31.226,453,Consumer Staples,Food Processing,South America,Brazil,Brazil,,Wesley Batista,http://www.forbes.com/companies/jbs/,0.027698072,0.016899179
Komatsu,19.688,18.902,1.5181,24.195,454,Industrials,Heavy Equipment,Asia,Japan,Japan,,Tetsuji Ohashi,http://www.forbes.com/companies/komatsu/,0.062744369,0.080314252
Sempra Energy,27.324,11,1.162,39.732,455,Utilities,Natural Gas Utilities,North America,United States,California,California,Debra Reed,http://www.forbes.com/companies/sempra-energy/,0.029245948,0.105636364
